x,y,subsecundum_PA1_RUN9 logistic values
-40.0625000000828,-8.24583333311544,0.002474512
-39.1958333334097,-8.26249999978225,0.011830178
-40.3541666667516,-8.28749999978247,0.004665546
-39.8875000000815,-8.28749999978247,0.0014017816
-40.5458333334197,-8.30416666644927,0.004890967
-38.7125000000728,-8.30416666644927,0.006401304
-38.695833333406,-8.31249999978268,0.0059714816
-40.2125000000839,-8.32916666644949,0.0034506412
-40.2041666667505,-8.3458333331163,0.003996479
-39.0791666667422,-8.3458333331163,0.011493459
-40.1208333334166,-8.3624999997831,0.0020967983
-39.2208333334099,-8.3624999997831,0.016926173
-39.1791666667429,-8.3624999997831,0.021541432
-40.4125000000854,-8.37083333311651,0.007102675
-40.320833333418,-8.37083333311651,0.0036719444
-38.9125000000743,-8.37083333311651,0.010569859
-39.3208333334107,-8.37916666644992,0.0049523143
-40.2541666667509,-8.38749999978332,0.003007147
-40.637500000087,-8.39583333311672,0.0044103004
-39.137500000076,-8.39583333311672,0.018962936
-40.4208333334188,-8.40416666645013,0.0069116727
-39.8375000000811,-8.40416666645013,0.001631964
-40.362500000085,-8.41249999978353,0.0071452176
-40.7458333334212,-8.43749999978375,0.0032322407
-41.0625000000902,-8.44583333311715,0.007924904
-40.8708333334221,-8.44583333311715,0.003130228
-38.4125000000706,-8.45416666645055,0.0017425801
-40.5791666667533,-8.47083333311737,0.005422183
-38.8541666667405,-8.47083333311737,0.004432843
-39.9041666667483,-8.47916666645077,0.00636364
-39.4958333334119,-8.47916666645077,0.020237163
-40.7958333334215,-8.48749999978417,0.0016830987
-40.6208333334203,-8.49583333311758,0.005065646
-39.6375000000797,-8.49583333311758,0.007741862
-40.4791666667525,-8.52083333311779,0.009988777
-39.770833333414,-8.52083333311779,0.001498374
-38.7125000000728,-8.52083333311779,0.0015209188
-38.0375000000678,-8.5291666664512,0.0146110235
-38.3208333334033,-8.5374999997846,0.0049415557
-41.1208333334239,-8.545833333118,0.0048191594
-40.7958333334215,-8.55416666645141,0.0037077786
-39.8208333334143,-8.56249999978482,0.0022143829
-39.5375000000789,-8.57083333311822,0.022248356
-40.1958333334171,-8.59583333311843,0.004056238
-38.7625000000732,-8.59583333311843,0.0027729615
-40.1458333334167,-8.61249999978524,0.0036621918
-40.6208333334203,-8.62083333311865,0.00546921
-39.7791666667474,-8.62083333311865,0.00485126
-41.4708333334265,-8.62916666645205,0.00203809
-39.3458333334108,-8.62916666645205,0.03150145
-39.0375000000752,-8.62916666645205,0.0070323218
-40.2875000000845,-8.63749999978545,0.003775198
-39.8708333334147,-8.63749999978545,0.012418296
-39.3875000000778,-8.63749999978545,0.02950845
-40.7541666667546,-8.64583333311886,0.0028263782
-38.9208333334077,-8.64583333311886,0.0040193456
-38.0458333334012,-8.64583333311886,0.0029505524
-40.12916666675,-8.65416666645226,0.004621091
-39.6791666667466,-8.65416666645226,0.00868501
-38.7041666667394,-8.65416666645226,0.0012894939
-40.2041666667505,-8.67083333311907,0.003668902
-40.0958333334164,-8.67083333311907,0.0062724235
-37.745833333399,-8.67083333311907,0.0031931973
-41.6458333334278,-8.67916666645248,0.0014087681
-41.5125000000935,-8.68749999978588,0.0037575946
-41.1541666667575,-8.68749999978588,0.0020107708
-39.412500000078,-8.69583333311929,0.02037387
-38.1208333334018,-8.69583333311929,0.008230316
-37.9375000000671,-8.69583333311929,0.0022179119
-39.5791666667459,-8.70416666645269,0.020047406
-39.5041666667453,-8.70416666645269,0.026349207
-39.4291666667448,-8.70416666645269,0.020296872
-37.9375000000671,-8.70416666645269,0.0017983204
-40.995833333423,-8.7124999997861,0.0016235941
-38.1375000000686,-8.7124999997861,0.004019847
-41.4875000000933,-8.7208333331195,0.0017303922
-38.4875000000712,-8.7208333331195,0.0064505716
-41.7708333334287,-8.7291666664529,4.7693652E-4
-40.8208333334217,-8.7291666664529,0.0053248084
-40.762500000088,-8.7291666664529,0.0050285007
-40.3541666667516,-8.7291666664529,0.006104957
-40.0791666667496,-8.7291666664529,0.0062746163
-39.812500000081,-8.7291666664529,0.04015398
-39.3875000000778,-8.7291666664529,0.022247508
-38.187500000069,-8.7291666664529,0.016267862
-38.062500000068,-8.7291666664529,0.0013735472
-39.8791666667481,-8.73749999978631,0.025740597
-38.0458333334012,-8.73749999978631,0.0010812082
-41.4291666667596,-8.74583333311971,0.0034072574
-41.3458333334256,-8.74583333311971,0.0024841956
-40.8125000000883,-8.74583333311971,0.0055218455
-39.3375000000774,-8.74583333311971,0.018177917
-40.8958333334223,-8.76249999978652,0.002463864
-39.1041666667424,-8.76249999978652,0.0024798024
-40.5625000000865,-8.77083333311993,0.0035446398
-39.9541666667487,-8.77083333311993,0.016489929
-40.4791666667525,-8.77916666645333,0.0042243693
-38.3291666667367,-8.77916666645333,0.0074134036
-38.104166666735,-8.77916666645333,0.0011658161
-41.0041666667564,-8.78749999978674,0.0018745199
-39.9291666667485,-8.78749999978674,0.019430954
-37.9208333334003,-8.78749999978674,2.9702828E-4
-37.6375000000649,-8.78749999978674,7.768399E-4
-41.2625000000917,-8.79583333312014,5.5877265E-4
-41.8291666667625,-8.80416666645355,2.8906995E-4
-41.2291666667581,-8.81249999978695,9.260155E-4
-40.0125000000824,-8.81249999978695,0.014435368
-39.7375000000804,-8.81249999978695,0.07047939
-37.9291666667337,-8.81249999978695,2.634339E-4
-41.0208333334232,-8.82083333312035,0.0034693484
-41.4291666667596,-8.82916666645376,0.0019655894
-41.0458333334234,-8.82916666645376,0.0017313738
-41.3875000000926,-8.83749999978716,9.205784E-4
-40.2125000000839,-8.83749999978716,0.004217465
-39.012500000075,-8.83749999978716,0.0012494447
-38.7041666667394,-8.83749999978716,0.0026077267
-37.387500000063,-8.83749999978716,2.6898259E-5
-40.8208333334217,-8.84583333312057,0.0019640238
-40.4375000000856,-8.86249999978738,0.0019749347
-39.9708333334154,-8.86249999978738,0.024262248
-37.5375000000641,-8.86249999978738,1.7541974E-5
-39.5625000000791,-8.87083333312078,0.05888615
-39.7041666667468,-8.87916666645419,0.07996819
-38.6708333334059,-8.87916666645419,0.009166779
-38.0041666667343,-8.87916666645419,6.881416E-5
-41.4041666667594,-8.88749999978759,8.5339195E-4
-41.5708333334273,-8.895833333121,8.527603E-4
-41.1541666667575,-8.895833333121,6.0797174E-4
-40.5125000000861,-8.895833333121,0.00109813
-38.1208333334018,-8.895833333121,2.5439862E-4
-40.3041666667512,-8.9124999997878,0.0015978084
-38.3625000000702,-8.9124999997878,0.0019180067
-41.712500000095,-8.92083333312121,4.114901E-4
-41.9791666667636,-8.92916666645461,4.0863397E-5
-41.5791666667607,-8.92916666645461,8.174766E-4
-39.6791666667466,-8.92916666645461,0.08286584
-38.9791666667415,-8.92916666645461,0.002776214
-37.4791666667304,-8.92916666645461,8.744128E-6
-40.1208333334166,-8.93749999978802,0.0058026956
-38.6291666667389,-8.93749999978802,0.0022509557
-40.2791666667511,-8.96249999978823,0.002129789
-39.3958333334112,-8.96249999978823,0.034163054
-39.1958333334097,-8.96249999978823,0.00736248
-41.7708333334287,-8.97083333312164,2.9125792E-4
-41.3708333334258,-8.97083333312164,7.5289723E-4
-38.9708333334081,-8.97083333312164,0.0032384158
-41.7291666667618,-8.97916666645504,5.7076645E-4
-41.6541666667612,-8.97916666645504,6.7686616E-4
-40.3541666667516,-8.97916666645504,7.921487E-4
