gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	recordedByID	identifiedByID	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
1930944439																										e0a53d6f-ae14-4972-ac94-6ff452fe7cfc									en	CC0_1_0						http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955764					The New York Botanical Garden							PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				e0a53d6f-ae14-4972-ac94-6ff452fe7cfc	873378	20080	H. S. Irwin									PRESENT	sheet																		1968-02-14T00:00:00		45	45	1968	2	14	14 Feb 1968	Cliff face. Sandy campo with outcrops.										SOUTH_AMERICA				BR	Minas Gerais			Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).		3937 ft						-18.87	-43.4	5000.0											"Map of Hispanic America (American Geographic Society) S.E.-23 ""Bello Horizonte"" Prov. Ed. 1940. 1:1,000,000"																								R. C. Forzza	1999-01-01T00:00:00												Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2021-03-30T13:06:46.365Z	1200.0	0.0					GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY	StillImage	true	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum Mez		DWC_ARCHIVE	2021-03-30T13:06:46.365Z	2021-03-29T19:05:10.507Z	true				BRA	Brazil	BRA.13_1	Minas Gerais	BRA.13.194_1	Conceição do Mato Dentro	BRA.13.194.7_1	São Sebastião do Bom Sucesso	
1930703389																										cfd8e172-bc48-46f9-b75a-f03e888bd4b5									en	CC0_1_0						http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955677					The New York Botanical Garden							PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				cfd8e172-bc48-46f9-b75a-f03e888bd4b5	873376	20848	H. S. Irwin									PRESENT	sheet																		1968-02-25T00:00:00		56	56	1968	2	25	25 Feb 1968	Outcrops in campo. Disturbed slope forest and adjacent rocky campo.										SOUTH_AMERICA				BR	Minas Gerais			Serra do Espinhaço, at Lapinha, ca. 20km N. of Sêrro on road (MG 2) to Diamantina.		3937 ft						-18.55	-43.57	10000.0											"Carta do Brasil ao Milionésimo (Instituto Brasileiro de Geografia e Estatística) S.E. 23.  ""Belo Horizonte"" 1ª ed.  1972.  1:  1,000,000."																								R. C. Forzza	1999-01-01T00:00:00												Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2021-03-30T13:06:51.527Z	1200.0	0.0					GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY	StillImage	true	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum Mez		DWC_ARCHIVE	2021-03-30T13:06:51.527Z	2021-03-29T19:05:10.507Z	true				BRA	Brazil	BRA.13_1	Minas Gerais	BRA.13.791_1	Serro	BRA.13.791.3_1	Pedro Lessa	
1929486680																										79a4d2a9-b721-4b29-9160-f511ab9f56cc									en	CC0_1_0						http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955772					The New York Botanical Garden							PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				79a4d2a9-b721-4b29-9160-f511ab9f56cc	873380	27932	H. S. Irwin									PRESENT	sheet																		1970-03-19T00:00:00		78	78	1970	3	19	19 Mar 1970	Abandoned diamond mines, steep slopes of Rio Jequití with many outcrops.										SOUTH_AMERICA				BR	Minas Gerais	Diamantina		Serra do Espinhaço, slopes of Rio Jequití, ca. 15 km E. of Diamantina.		3199 ft						-18.17235	-43.561111	5000.0											Google Earth (map data 2006)																								R. C. Forzza	1999-01-01T00:00:00												Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2021-03-30T13:07:10.069Z	975.0	0.0					COORDINATE_ROUNDED;COLLECTION_MATCH_FUZZY	StillImage	true	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum Mez		DWC_ARCHIVE	2021-03-30T13:07:10.069Z	2021-03-29T19:05:10.507Z	true				BRA	Brazil	BRA.13_1	Minas Gerais	BRA.13.242_1	Diamantina	BRA.13.242.7_1	Mendanha	
1928533055																										35fc85db-a0fd-4dd9-9a08-4b6e41fa8920									en	CC0_1_0						http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955744					The New York Botanical Garden							PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				35fc85db-a0fd-4dd9-9a08-4b6e41fa8920	873377	20848	H. S. Irwin									PRESENT	sheet																		1968-02-25T00:00:00		56	56	1968	2	25	25 Feb 1968	Outcrops in campo. Disturbed slope forest and adjacent rocky campo.										SOUTH_AMERICA				BR	Minas Gerais			Serra do Espinhaço, at Lapinha, ca. 20km N. of Sêrro on road (MG 2) to Diamantina.		3937 ft						-18.55	-43.57	10000.0											"Carta do Brasil ao Milionésimo (Instituto Brasileiro de Geografia e Estatística) S.E. 23.  ""Belo Horizonte"" 1ª ed.  1972.  1:  1,000,000."																								R. C. Forzza	1999-01-01T00:00:00												Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2021-03-30T13:06:58.086Z	1200.0	0.0					GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY	StillImage	true	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum Mez		DWC_ARCHIVE	2021-03-30T13:06:58.086Z	2021-03-29T19:05:10.507Z	true				BRA	Brazil	BRA.13_1	Minas Gerais	BRA.13.791_1	Serro	BRA.13.791.3_1	Pedro Lessa	
1889165242																										BRA:UFV:VIC:38667									pt	CC_BY_NC_4_0			2020-12-21T00:16:25Z								VIC - Herbário da Universidade Federal de Viçosa							Collection					UFV	VIC	VIC - Herbário da Universidade Federal de Viçosa	Universidade Federal de Viçosa	PRESERVED_SPECIMEN				BRA:UFV:VIC:38667	38667	1935	Guarçoni, E.									PRESENT							Afloramento rochoso. Erva ca. 1,2m. Flor verde.												2012-07-22T00:00:00				2012	7	22																BR	Minas Gerais		Buenópolis	Serra do Cabral, Próximo a barraca da Fazenda do Paulo.								-17.0	-44.0																																				Guarçoni, E.	2012-07-01T00:00:00												Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			68c90cbc-e74b-4fb6-8ee4-6fa3bd247837	BR	2021-03-30T10:48:21.402Z							GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION		true	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum		DWC_ARCHIVE	2021-03-30T10:48:21.402Z	2021-03-25T15:06:14.280Z	false				BRA	Brazil	BRA.13_1	Minas Gerais	BRA.13.504_1	Montes Claros	BRA.13.504.4_1	Montes Claros	
1889165199																										BRA:UFV:VIC:34294									pt	CC_BY_NC_4_0			2020-12-21T00:16:25Z								VIC - Herbário da Universidade Federal de Viçosa							Collection					UFV	VIC	VIC - Herbário da Universidade Federal de Viçosa	Universidade Federal de Viçosa	PRESERVED_SPECIMEN				BRA:UFV:VIC:34294	34294	1583	Guarçoni, E.									PRESENT							Afloramento rochoso; terrestre sobre serrapilheira; comum. Pétalas verdes.												2010-12-10T00:00:00				2010	12	10																BR	Minas Gerais		Buenópolis	Serra do Cabral, Fazenda Bimbarra, Capão do Gato, 1255 m de altitude.																																																										Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			68c90cbc-e74b-4fb6-8ee4-6fa3bd247837	BR	2021-03-30T10:48:19.446Z							INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION		false	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum		DWC_ARCHIVE	2021-03-30T10:48:19.446Z	2021-03-25T15:06:14.280Z	false												
1889165194																										BRA:UFV:VIC:34293									pt	CC_BY_NC_4_0			2020-12-21T00:16:26Z								VIC - Herbário da Universidade Federal de Viçosa							Collection					UFV	VIC	VIC - Herbário da Universidade Federal de Viçosa	Universidade Federal de Viçosa	PRESERVED_SPECIMEN				BRA:UFV:VIC:34293	34293	1575	Guarçoni, E.									PRESENT							Afloramento rochoso; rupícola; comum. 128,1 cm alt. em frutificação												2010-12-08T00:00:00				2010	12	8																BR	Minas Gerais		Buenópolis	Serra do Cabral, Fazenda Bimbarra, Capão do Gato, 1245 m de altitude.																																																										Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			68c90cbc-e74b-4fb6-8ee4-6fa3bd247837	BR	2021-03-30T10:48:19.446Z							INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION		false	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum		DWC_ARCHIVE	2021-03-30T10:48:19.446Z	2021-03-25T15:06:14.280Z	false												
1889165192																										BRA:UFV:VIC:34499									pt	CC_BY_NC_4_0			2020-12-21T00:16:25Z								VIC - Herbário da Universidade Federal de Viçosa							Collection					UFV	VIC	VIC - Herbário da Universidade Federal de Viçosa	Universidade Federal de Viçosa	PRESERVED_SPECIMEN				BRA:UFV:VIC:34499	34499	1613	Guarçoni, E.; Paixão, B.									PRESENT							Campo Rupestre Quartzítico #?# afloramento rochoso; saxícola.												2011-05-19T00:00:00				2011	5	19																BR	Minas Gerais		Santana do Riacho	Lapinha, 1190 m de altitude																																																										Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			68c90cbc-e74b-4fb6-8ee4-6fa3bd247837	BR	2021-03-30T10:48:19.302Z							INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION		false	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum		DWC_ARCHIVE	2021-03-30T10:48:19.302Z	2021-03-25T15:06:14.280Z	false												
1889165191																										BRA:UFV:VIC:34292									pt	CC_BY_NC_4_0			2020-12-21T00:16:25Z								VIC - Herbário da Universidade Federal de Viçosa							Collection					UFV	VIC	VIC - Herbário da Universidade Federal de Viçosa	Universidade Federal de Viçosa	PRESERVED_SPECIMEN				BRA:UFV:VIC:34292	34292	1423	Guarçoni, E.; Sartori, M. .A.									PRESENT							Cerrado rupestre; saxícola. Comum. Folhas verdes no terço inferior; avermelhadas para o ápice. Flores secas.												2010-07-28T00:00:00				2010	7	28																BR	Minas Gerais		Jequitaí	Fazenda Belgo Minas																																																										Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			68c90cbc-e74b-4fb6-8ee4-6fa3bd247837	BR	2021-03-30T10:48:19.445Z							INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION		false	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum		DWC_ARCHIVE	2021-03-30T10:48:19.445Z	2021-03-25T15:06:14.280Z	false												
1889165186																										BRA:UFV:VIC:34291									pt	CC_BY_NC_4_0			2020-12-21T00:16:25Z								VIC - Herbário da Universidade Federal de Viçosa							Collection					UFV	VIC	VIC - Herbário da Universidade Federal de Viçosa	Universidade Federal de Viçosa	PRESERVED_SPECIMEN				BRA:UFV:VIC:34291	34291	1422	Guarçoni, E.; Sartori, M. .A.									PRESENT							Cerrado rupestre; saxícola. Comum. Folhas verdes. Em frutificação												2010-07-28T00:00:00				2010	7	28																BR	Minas Gerais		Jequitaí	Fazenda Belgo Minas																																																										Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			68c90cbc-e74b-4fb6-8ee4-6fa3bd247837	BR	2021-03-30T10:48:19.445Z							INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION		false	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum		DWC_ARCHIVE	2021-03-30T10:48:19.445Z	2021-03-25T15:06:14.280Z	false												
1889165185																										BRA:UFV:VIC:34290									pt	CC_BY_NC_4_0			2020-12-21T00:16:25Z								VIC - Herbário da Universidade Federal de Viçosa							Collection					UFV	VIC	VIC - Herbário da Universidade Federal de Viçosa	Universidade Federal de Viçosa	PRESERVED_SPECIMEN				BRA:UFV:VIC:34290	34290	1421	Guarçoni, E.; Sartori, M. .A.									PRESENT							Cerrado rupestre; saxícola. Comum. Folhas verdes no terço inferior; avermelhado para o ápice. Em frutificação												2010-07-28T00:00:00				2010	7	28																BR	Minas Gerais		Jequitaí	Fazenda Belgo Minas																																																										Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			68c90cbc-e74b-4fb6-8ee4-6fa3bd247837	BR	2021-03-30T10:48:19.446Z							INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION		false	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum		DWC_ARCHIVE	2021-03-30T10:48:19.446Z	2021-03-25T15:06:14.280Z	false												
1889165180																										BRA:UFV:VIC:34289									pt	CC_BY_NC_4_0			2020-12-21T00:16:25Z								VIC - Herbário da Universidade Federal de Viçosa							Collection					UFV	VIC	VIC - Herbário da Universidade Federal de Viçosa	Universidade Federal de Viçosa	PRESERVED_SPECIMEN				BRA:UFV:VIC:34289	34289	1420	Guarçoni, E.; Sartori, M. .A.									PRESENT							Cerrado rupestre; saxícola. Comum. Folhas verdes no terço inferior; avermelhado para o ápice. Flores verdes.												2010-07-28T00:00:00				2010	7	28																BR	Minas Gerais		Jequitaí	Fazenda Belgo Minas																																																										Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			68c90cbc-e74b-4fb6-8ee4-6fa3bd247837	BR	2021-03-30T10:48:19.443Z							INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION		false	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum		DWC_ARCHIVE	2021-03-30T10:48:19.443Z	2021-03-25T15:06:14.280Z	false												
1848109213																										BRA:UFV:VIC:51050									pt	CC_BY_NC_4_0			2020-12-21T00:16:25Z								VIC - Herbário da Universidade Federal de Viçosa							Collection					UFV	VIC	VIC - Herbário da Universidade Federal de Viçosa	Universidade Federal de Viçosa	PRESERVED_SPECIMEN				BRA:UFV:VIC:51050	51050	s.n.	Paula, C.C. de; Silva, R.R. da									PRESENT							Presença de moscas; brácteas escapais de paleáceas a avermelhadas; escapo e ráquis verde; bráctea floral paleácea ligeiramente vinho; ovário verde; sépalas amarronzadas; pétalas verdes com ápice marrom.												2001-12-07T00:00:00				2001	12	7																BR	Minas Gerais		Mariana																																														Forzza, R.C.	2003-01-01T00:00:00												Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			68c90cbc-e74b-4fb6-8ee4-6fa3bd247837	BR	2021-03-30T10:48:20.544Z							INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION		false	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum		DWC_ARCHIVE	2021-03-30T10:48:20.544Z	2021-03-25T15:06:14.280Z	false												
1844429812																										BRA:UEFS:HUEFS:240470									pt	CC_BY_NC_4_0			2019-10-07T12:20:36Z								HUEFS - Herbario da Universidade Estadual de Feira de Santana							Collection					UEFS	HUEFS	HUEFS - Herbario da Universidade Estadual de Feira de Santana	Universidade Estadual de Feira de Santana	PRESERVED_SPECIMEN				BRA:UEFS:HUEFS:240470	240470	147	Equipe Projeto Abelhas.									PRESENT							Caatinga com lagedo e Palmeira.												1997-09-28T00:00:00				1997	9	28																BR	Bahia		Milagres	Fazenda Bastião(cerca de 114km antes de Milagres) na BR 116.								-12.883333	-39.85																																																	Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			2e684fd6-09e2-4661-910a-0a188b610c04	BR	2021-03-30T10:09:34.759Z	280.0	0.0					GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION		true	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum		DWC_ARCHIVE	2021-03-30T10:09:34.759Z	2021-03-25T15:06:13.996Z	false				BRA	Brazil	BRA.5_1	Bahia	BRA.5.257_1	Milagres	BRA.5.257.1_1	Milagres	
1839433647																										http://www.botanicalcollections.be/specimen/BR0000005909094										CC_BY_4_0			2012-03-08T00:00:00Z								Meise Botanic Garden							StillImage		http://biocol.org/urn:lsid:biocol.org:col:15605			BR		Meise Botanic Garden Herbarium		MACHINE_OBSERVATION	locality			http://www.botanicalcollections.be/specimen/BR0000005909094	BR0000005909094	E496	De Saint-Hilaire A.									PRESENT	Photograph:b&w																		1816-01-01T00:00:00				1816																		BR																																																TYPE														Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES			ICBN	ACCEPTED			b740eaa0-0679-41dc-acb7-990d562dfa37	BE	2021-03-30T12:39:17.487Z							COLLECTION_MATCH_NONE		false	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum (Baker) Mez	Dyckia subsecunda Baker	DWC_ARCHIVE	2021-03-30T12:39:17.487Z	2021-03-25T14:56:22.611Z	true												
1658342238																										urn:catalog:JBRJ:RB:1369474										CC_BY_4_0											Rio de Janeiro Botanical Garden							Physical Object					JBRJ	RB	RB - Rio de Janeiro Botanical Garden Herbarium Collection		PRESERVED_SPECIMEN				urn:catalog:JBRJ:RB:1369474	RB01369474	2872	E.M.C. Leme; P. Nahoum; H.E. Luther; W. Till; D. Benzing									PRESENT						RB 747902													1995-01-28T00:00:00				1995	1	28																BR	Minas Gerais		Minas Gerais	Próximo Gouveia																																																										Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			4300f8d5-1ae5-49e5-a101-63894b005868	BR	2021-03-30T10:27:23Z	1100.0						AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_NONE		false	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum (Baker) Mez		DWC_ARCHIVE	2021-03-30T10:27:23Z	2021-03-25T15:33:53.797Z	false												
1658342229																										urn:catalog:JBRJ:RB:1369497										CC_BY_4_0											Rio de Janeiro Botanical Garden							Physical Object					JBRJ	RB	RB - Rio de Janeiro Botanical Garden Herbarium Collection		PRESERVED_SPECIMEN				urn:catalog:JBRJ:RB:1369497	RB01369497	8397	E.M.C. Leme									PRESENT						RB 747925													2010-07-02T00:00:00				2010	7	2																BR	Minas Gerais		Diamantina	P.E. Biribiri, Paciência, próx. córrego Paciência								-18.188333	-43.665																																																	Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			4300f8d5-1ae5-49e5-a101-63894b005868	BR	2021-03-30T10:27:28.876Z	1267.0						COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_NONE		true	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum (Baker) Mez		DWC_ARCHIVE	2021-03-30T10:27:28.876Z	2021-03-25T15:33:53.797Z	false				BRA	Brazil	BRA.13_1	Minas Gerais	BRA.13.242_1	Diamantina	BRA.13.242.11_1	Sopa	
1639433215																										urn:catalog:JBRJ:RB:1365068										CC_BY_4_0											Rio de Janeiro Botanical Garden							Physical Object					JBRJ	RB	RB - Rio de Janeiro Botanical Garden Herbarium Collection		PRESERVED_SPECIMEN				urn:catalog:JBRJ:RB:1365068	RB01365068	937	Barbosa-Silva, R.G.; Silva, J.L.									PRESENT						RB 746224	Folhas verdes. Escapo verde. Brácteas florais castanhas. Flores com cálice e corola verdes												2017-09-08T00:00:00				2017	9	8																BR	Minas Gerais		Serro									-18.4725	-43.445																																				R.C.FORZZA	2018-01-01T00:00:00												Encholirium subsecundum (Baker) Mez								Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae	Encholirium		subsecundum		SPECIES				ACCEPTED			4300f8d5-1ae5-49e5-a101-63894b005868	BR	2021-03-30T10:27:28.861Z	1130.0						GEODETIC_DATUM_ASSUMED_WGS84;RECORDED_DATE_INVALID;AMBIGUOUS_COLLECTION;INSTITUTION_MATCH_NONE		true	false	2696594	2696594	6	7707728	196	1369	3740	2696575		2696594	Encholirium subsecundum	Encholirium	Encholirium subsecundum (Baker) Mez	Encholirium subsecundum (Baker) Mez		DWC_ARCHIVE	2021-03-30T10:27:28.861Z	2021-03-25T15:33:53.797Z	false				BRA	Brazil	BRA.13_1	Minas Gerais	BRA.13.791_1	Serro	BRA.13.791.2_1	Milho Verde	
