X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-43.937801361084,-19.9207992553711,train,2.5920337895890777E-4,21.52896695513381,0.22260128694242806
-43.7144012451172,-19.1688995361328,train,5.765232271816987E-4,39.541910769393,0.38908297724096774
-44.2919,-17.6989,train,0.003281573765179578,77.21878042733786,0.7837905558061733
-44.4455986022949,-17.2355995178223,train,7.423675404591772E-5,6.072426281564055,0.07579337505912974
-43.4160995483398,-20.377799987793,train,1.6853072038758882E-4,13.613588487487615,0.15695435217232143
-43.6557998657227,-18.4456005096436,train,0.008034234457629857,89.24464356832084,0.8987382288710147
-44.1721992492676,-17.7574996948242,train,2.21495978525744E-4,17.88354782479006,0.1965844906608797
-43.783889,-17.916944,train,0.005612215666203903,83.1668994355368,0.8611072162921607
-39.6981010437012,-12.7118997573853,train,3.1891195606209195E-8,6.87867730007176E-4,3.52288686347275E-5
-43.833333,-18.833333,train,0.011657170892273264,94.30035514687799,0.9279416504982503
-43.8616981506348,-16.7350006103516,train,2.87161286755724E-4,23.467188305985047,0.24082896340105533
-43.339444,-18.456944,train,5.644531551555887E-4,39.16110096863599,0.3840656816767492
-44.043098449707,-19.6180992126465,train,2.857736804693015E-4,23.369418434937682,0.23994447038657818
-43.3088989257812,-17.0646991729736,train,0.0028668115475723754,75.94758905344594,0.7600167948027021
-43.583333,-19.166667,train,0.004978453497461659,81.23163345904374,0.8461463404421745
-44.333333,-17.887222,train,0.004637235170293267,80.89476143180579,0.8366744305888555
-44.233889,-17.923889,train,0.002084271232740693,71.28313481045124,0.6971980174745888
-44.249444,-17.909167,train,0.0026126550322281778,74.6627299029452,0.7426787147614512
-43.665,-18.188333,train,0.004944714974808679,81.19832509238137,0.8452590160064892
-43.445,-18.4725,train,0.004155030359561055,78.44242902670318,0.8211107166906083
-43.806389,-17.891667,train,0.005138722891228862,81.3898675051303,0.8502261291715042
-42.7788889,-15.3866666,train,0.0033529460954128893,77.36077698375253,0.7874144989259491
-43.6502778,-18.4530556,train,0.00872137970192933,89.79228365344403,0.9059662747514734
-43.628056,-18.191944,train,0.0037377613679752987,77.62913953574214,0.8050337920488819
-43.54944444,-18.37416667,train,0.003230552100642799,77.11727189254455,0.7811232543568788
-43.516667,-19.25,train,0.0035374933921423525,77.5045349015554,0.7962451452093395
