"Record ID","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Minimum elevation in meters","Maximum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Year","Month","Basis Of Record","Basis Of Record - original","Occurrence status","Sex","Taxonomic Quality","Location Quality","Collector","identified _ by","identified _ date","Record number","raw _ sampling _ protocol","event _ id","Occurrence status assumed to be present","Country inferred from coordinates","Coordinates derived from verbatim coordinates","First of the month","Geodetic datum assumed WGS84","Georeferenced after occurrence date","Identification date before occurrence date","Incomplete collection date","Invalid collection date","Min and max altitude reversed","Name not in national checklists","Supplied country not recognised","Collection code not recognised","Institution code not recognised","Type status not recognised","Unrecognized geodetic datum"
"754427d3-e282-4108-bea5-25ed2b39842c","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","95855","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Nordeste, Baixa dos Quelés","-9.98306","-38.44","","-9.98306","-38.44","","","","0.0","506.0","","","","2009","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Melo, E; França, F; Silva, B; Santos, M; Almeida, V; Barbosa, M","Queiroz, LP de","","6693","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"6e980cf3-4f8b-49f3-ad94-f00c7aa4ae83","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","72941","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Região Metropolitana Salvador, Dunas do Abaeté","-12.96667","-38.5","","-12.96667","-38.5","","","","-9999.0","0.0","","","","2005","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Oliveira, ALPC de; Guedes, ML; Franco, JP; Casais, VO","Guedes, ML","","s/n","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"6ba98dd4-2519-43a4-830c-ff3017f91fa8","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB01416497","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Catimbau,Vale do Catimbau, sítio Igrejinha.","-8.4936111","-37.2511111","","-8.4936111","-37.2511111","","Brasil","","","","","","","2018","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","A.P. Fontana; J.M. dos Santos","A.P. Fontana","2018-10-09","10160","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false"
"657e7ad7-5b1f-4ec4-83c7-9c3292a3e9a0","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","110748","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Litoral Sul, Taipu de Dentro.","-11.415","-38.75","","-11.415","-38.75","","","","0.0","460.0","","","","2013","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Ogasawara, HA; Oliveira, P","Ogasawara, HA","","353","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"5d8ea6a9-0751-4370-af20-c2e35362ce27","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00297825","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Brasil","-10.2166667","-38.5000000","","-10.2166667","-38.5","","Brasil","","","","","","","1981","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Roberto P. Orlandi","M.R.M de Lima","","567","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false"
"57adfcbf-bb19-4739-936e-07e78af9ad32","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","4615","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Região Metropolitana Salvador, Lagoa do Abaeté","-12.96667","-38.5","","-12.96667","-38.5","","","","-9999.0","0.0","","","","1967","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Costa, AL","Guedes, ML","","s/n","","","true","false","false","false","true","false","false","true","true","false","true","false","false","false","false","false"
"41f2715c-0ff1-427f-ba7a-b2308c4efee7","dr325","Herbário Professor Vasconcelos Sobrinho","in75","Universidade Federal Rural de Pernambuco","co176","Herbário Professor Vasconcelos Sobrinho","CC-BY-NC 4.0 (Int)","17407","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFRPE","PEUFR","Serra do Catimbau","-8.61666699999999963","-37.1666669999999968","","-8.616667","-37.166667","","","","790.0","790.0","","","","1994","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","M.J.N. Rodal","A.P.S. Gomes","1995-08-02","437","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"37cf31f9-4ebb-47b7-84e1-59151954c34b","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","95851","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Nordeste, Baixa dos Quelés","-9.98333","-38.43778","","-9.98333","-38.43778","","","","0.0","488.0","","","","2009","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Melo, E; França, F; Silva, B; Santos, M; Almeida, V; Barbosa, M","Queiroz, LP de","","6632","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"3592dd5e-761d-4222-b9f1-1ff5002ee770","dr258","Base de dados do Herbário da Universidade de São Paulo","","","","","","104211","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","SPF","SPF","Morro do Pai Inácio","-12.45556","-41.47083","","-12.45556","-41.47083","","","","0.0","1080.0","","","","1994","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Carvalho, AMV","Queiroz, LP","","PCD1040","","","true","false","false","false","true","false","false","false","false","true","true","true","true","true","false","false"
"296e6336-f006-463e-8c2f-c20a0d3e231c","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00297814","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Dunas de Itpoã, Arredores da lagoa de Abaeté.","-12.9333333","-38.3500000","","-12.9333333","-38.35","","Brasil","","","","","","","1984","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","L.R. Noblick; I.C. Britto","G.P. Lewis","1986-02-18","3418","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"117fe376-3ab4-4f44-bac6-67b18e25fb65","dr247","Base de dados do Herbário da UnB","","","","","","140092","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","HUB","HUB","Dunas de Itapuã, Arredores da Lagoa de Abaeté","-12.56","-38.21","","-12.56","-38.21","","","","-9999.0","0.0","","","","1984","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Noblick, LR","Lewis, GP","1986-01-01","3418","","","true","false","false","false","true","false","false","false","false","false","true","true","true","true","false","false"
"05da01a1-320d-49a2-8f66-ff83fad000e5","dr325","Herbário Professor Vasconcelos Sobrinho","in75","Universidade Federal Rural de Pernambuco","co176","Herbário Professor Vasconcelos Sobrinho","CC-BY-NC 4.0 (Int)","17409","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFRPE","PEUFR","Serra do Catimbau","-8.61666699999999963","-37.1666669999999968","","-8.616667","-37.166667","","","","790.0","790.0","","","","1994","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","M.J.N. Rodal","A.P.S. Gomes","1995-08-02","410","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"04e9feb4-021f-418a-a32f-d0e1b176350d","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","126438","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Ponto 01.","-12.51667","-38.28333","","-12.51667","-38.28333","","","","-9999.0","0.0","","","","2016","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Guedes, ML; Alunos de Botânica BIOC05","Guedes, ML","","25195","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"ff666a99-fc8d-4ec1-8fc1-0d7fdea2ac4a","dr247","Base de dados do Herbário da UnB","","","","","","186138","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","HUB","HUB","Ao longo da estrada Morro do Chapéu-Ipira. Beira da estrada.","-11.3215","-41.1104","","-11.3215","-41.1104","","","","-9999.0","0.0","","","","2006","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","Simon, MF; Queiroz, LP; James, EK; Elliott, GN; et al.","Simon, MF","","696","","","true","false","false","false","true","false","false","false","false","false","true","true","true","true","false","false"
"fcb1687a-d831-4d22-925a-117c1b7f87bc","dr384","Amostras botânicas coletadas no Brasil do Naturalis Biodiversity Center, Leiden, Holanda","","","","","CC0","U.1309375","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Naturalis Biodiversity Center ","Botany","Estado da Bahia. Morro Do Chapeu. 19.5 km SE of the town of Morro do Chapeu on the BA052 road to Mundo Novo, by the Rio Ferro Doido.","-11.633333","-41.033333","","-11.633333","-41.033333","","Brazil","","","","","","","1977","03","PreservedSpecimen","preservedSpecimen","present","","true","true","Harley RM; et al.","","","","","","true","true","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"f274cd39-a049-43b8-9010-c83cb2fa9e74","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","25205","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","Serra do Sincora. 6Km ao N Cascavel, Rod. p/ Mucuge.","-13.0999999999999996","-41.4166669999999968","","-13.1","-41.416667","","","","","","","","","1980","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","R. M. Harley","G. P. Lewis","","20940","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"d3ab18f2-0765-4056-97e6-922ce621d9cc","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","35140","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","1Km a W do povoado de Tapera.","-10.8333329999999997","-38.5499999999999972","","-10.833333","-38.55","","","","","","","","","1984","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","L. R. Noblick","G. P. Lewis","","2964","","","true","false","false","true","true","false","false","false","false","false","true","true","false","false","false","false"
"cf933747-7900-4a3a-a33c-331cb679de09","dr272","Base de dados do Herbário Vale do São Francisco","in80","Universidade Federal do Vale do São Francisco","co150","Herbário Vale do São Francisco","CC-BY-NC 4.0 (Int)","10740","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UNIVASF","HVASF","Estrada para a Serra do Morcego, Baixa do Lério","-9.07605500000000021","-38.1428050000000027","","-9.076055","-38.142805","","","","756.0","756.0","","","","2011","03","PreservedSpecimen","PreservedSpecimen","present","U","true","true","J.A. Siqueira Filho","J.A. Siqueira Filho","2011-03-17","2461","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"b634b3c3-5d95-42c3-ba65-e26e69e5a65b","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","35150","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","Margem do Rio Lencois, acima do Serrano.","-12.5666670000000007","-41.3833330000000004","","-12.566667","-41.383333","","","","","","","","","1984","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","L. R. Noblick","G. P. Lewis","","3051","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"b56f1a5b-14ed-481d-a7bf-06cb6bedc98c","dr260","Herbário da Embrapa Recursos Genéticos e Biotecnologia","in44","Embrapa Recursos Genéticos e Biotecnologia","co139","Herbário do CENARGEN","CC-BY-NC 4.0 (Int)","78125","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Cenargen","CEN","Ao longo da estrada Morro do Chapéu - Ipira.","-11.5374999999999996","-41.1844439999999992","","-11.5375","-41.184444","","","","1084.0","1084.0","","","1","2006","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","Marcelo Fragomeni Simon","M. Simon","2006-03-01","696","","","true","false","false","false","true","false","true","false","false","false","true","false","false","false","false","false"
"acd3fe82-719e-41f8-891d-4b941384fe03","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB01206539","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Chapada Diamantina, cachoeira do Ferro Doido.","-11.2166667","-41.1500000","","-11.2166667","-41.15","","Brasil","","","","","","","2016","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","M.L. Guedes; E. Velloso; M. Casaes; F. Araújo; Costa","M.L. Guedes","","24453","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false"
"9850ff45-4f3d-450a-b670-dedfc45d2200","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00161262","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","16km. North West of Lagoinha (5.5km. S.W. of Delfino) on side road to Minas do Mimoso.","-10.3666667","-41.3333333","","-10.3666667","-41.3333333","","Brasil","","950.0","1000.0","","","","1974","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","R.M. Harley","L.M.BORGES","2015-01-01","16692A","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"91bf2cd6-b282-40f0-be56-8b3e663d59be","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00297841","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","19.5Km SE of the town of Morro do Chapéu on the BA 52 road to Mundo Novo, by the rio ferro doido, with water worn horizontally bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock e watterffal.","-11.6333333","-41.0333333","","-11.6333333","-41.0333333","","Brasil","","","","","","","1977","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","R.M. Harley","R.C. Baneby","1984-01-01","19234","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"823713e1-6256-4ab0-bdbc-34019eb2cf38","dr325","Herbário Professor Vasconcelos Sobrinho","in75","Universidade Federal Rural de Pernambuco","co176","Herbário Professor Vasconcelos Sobrinho","CC-BY-NC 4.0 (Int)","22940","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFRPE","PEUFR","Serra do Catimbau - Paraíso selvagem","-8.625","-37.1541670000000011","","-8.625","-37.154167","","","","799.0","799.0","","","","1996","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","A. Laurênio; A.P.S. Gomes; M.Tschá","","","343","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"795cfc73-d61c-4ec1-bf3f-b60caf3521f6","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00297776","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Serra do Sincorá. 6Km N. of Cascavel on the road to Mucugé. .","-13.1000000","-41.4166667","","-13.1","-41.4166667","","Brasil","","","","","","","1980","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","R.M. Harley","","","20940","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"76da8637-0a36-417a-813c-b846a03d04c9","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","42733","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Chapada Diamantina, Trilha do Bodão, margem direita, afluente do rio Ribeirão, a 4 km aproximadamente após a Cachoeira do Sossego, sentido nascente. Parque Nacional da Chapada Diamantina","-12.46667","-41.45","","-12.46667","-41.45","","","","-9999.0","0.0","","","","1995","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","Stradmann, MTS; Poveda, A; Gomes, DF","Guedes, ML; Stradmann, MTS","","72","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"6e1d9822-0b09-4879-b55a-5c324b197f15","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","42900","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Nordeste, Faz. Tabuleiro","-10.95","-38.78333","","-10.95","-38.78333","","","","-9999.0","0.0","","","","1998","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","Batista, MA","Guedes, ML","","10","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"61aa9c9c-daf3-4cc0-96e0-49c7dbdb764f","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","123453","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Cachoeira do Ferro Doido.","-11.21667","-41.15","","-11.21667","-41.15","","","","-9999.0","0.0","","","","2016","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","Guedes, ML; Velozo, ES; Casaes, M; Araújo, F; Costa, R dos S; Abreu, LS","Guedes, ML","","24453","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"5c92a67d-de9d-4b4d-8aa7-36a3cdab1d9c","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","48739","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","16Km NW de Lagoinha (6Km SW Delfino), Rod. p/ Minas Mimoso","-10.3666669999999996","-41.3333330000000032","","-10.366667","-41.333333","","","","","","","","","1974","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","R. M. Harley","R. C. Barneby","","16692","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"52f9d2f8-6719-4361-8e4c-a721879b78a7","dr215","","","","","","","RB00297788","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Rio Lençois acima do Serrano.","-12.562008","-41.394391","SIRGAS 2000","-12.562008","-41.394391","","Brazil","","","","","","","1984","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","L.R. Noblick","G.P. Lewis","","3051","","","true","false","false","false","false","true","false","false","false","false","true","true","false","false","false","true"
"2ae15a50-d7ee-4e88-891e-772541f4714e","dr325","Herbário Professor Vasconcelos Sobrinho","in75","Universidade Federal Rural de Pernambuco","co176","Herbário Professor Vasconcelos Sobrinho","CC-BY-NC 4.0 (Int)","22724","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFRPE","PEUFR","Fazenda Laranjeiras","-8.625","-37.1541670000000011","","-8.625","-37.154167","","","","799.0","799.0","","","","1996","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","A.P.S. Gomes; A. Laurênio; M.Tschá","","1997-01-01","324","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"1e334c4f-02a6-40aa-b086-3380177ba8b8","dr325","Herbário Professor Vasconcelos Sobrinho","in75","Universidade Federal Rural de Pernambuco","co176","Herbário Professor Vasconcelos Sobrinho","CC-BY-NC 4.0 (Int)","23267","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFRPE","PEUFR","Estrada Buíque Catimbau","-8.625","-37.1541670000000011","","-8.625","-37.154167","","","","799.0","799.0","","","","1996","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","A.P.S. Gomes; A. Laurênio; M.Tschá","","","293","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"0e846ab5-5f25-4f28-bd0a-a7d41e72019e","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","19903","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","19,5Km ao SE da cidade BA-052, Rod. p/ Mundo Novo prox. Ao Rio do Ferro Doido.","-11.6333330000000004","-41.0333329999999989","","-11.633333","-41.033333","","","","","","","","","1992","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","R. M. Harley","G. P. Lewis","","19234","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","true","false"
"ffe59a75-3f98-431e-97b8-bcff1e8f5bcd","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","30508","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","Serras dos Lençóis, rampa baixa Morro Pai Inacio. Ca. 14.5Km NW Lençóis, ao N da Rod. Seabra/Itaberaba.","-12.4499999999999993","-41.4666670000000011","","-12.45","-41.466667","","","","","","","","","1980","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","R. M. Harley","R. C. Barneby","","22411","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","true","false"
"f99df8e5-397c-482d-aa4b-697188c0d05c","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","32044","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","Rio do Ferro Doido, 19,5Km ao SE da cidade, BA-052 p/ Mundo Novo, perto do rio.","-11.6333330000000004","-41.0333329999999989","","-11.633333","-41.033333","","","","","","","","","1980","05","PreservedSpecimen","PreservedSpecimen","present","","true","true","R. M. Harley","R. C. Barneby","","22861","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","true","false"
