"Record ID","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Minimum elevation in meters","Maximum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Year","Month","Basis Of Record","Basis Of Record - original","Occurrence status","Sex","Taxonomic Quality","Location Quality","Collector","identified _ by","identified _ date","Record number","raw _ sampling _ protocol","event _ id","Occurrence status assumed to be present","Country inferred from coordinates","Coordinates derived from verbatim coordinates","First of the month","Geodetic datum assumed WGS84","Georeferenced after occurrence date","Identification date before occurrence date","Incomplete collection date","Invalid collection date","Min and max altitude reversed","Name not in national checklists","Supplied country not recognised","Collection code not recognised","Institution code not recognised","Type status not recognised","Unrecognized geodetic datum"
"f54bb857-b342-40f8-8b0a-9892d1777635","dr286","Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","in72","Instituto de Botânica de São Paulo","co156","Herbário Maria Eneyda P. Kaufmann Fidalgo","CC-BY-NC 4.0 (Int)","477163","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Instituto de Botânica","SP","Estrada para Jacobina, cerca de 7 km de Morro do Chapéu","-11.4975000000000005","-41.1191669999999974","","-11.4975","-41.119167","","","","900.0","900.0","","","","2001","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","Souza, VC; Souza, JP; Romão, GO; Elias, SI","Silva, JS","2009-08-14","26315","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"d1a8a3f0-2974-4212-90c0-a45a60586ad1","dr243","Herbário da Universidade Federal de Sergipe","in24","Universidade Federal de Sergipe","co70","Herbário da Universidade Federal de Sergipe","CC-BY-NC 4.0 (Int)","14810","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Universidade Federal de Sergipe","ASE","Parque Nacional de Catimbau","-8.61422499999999935","-37.1608250000000027","","-8.614225","-37.160825","","","","","","","","","2009","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","Barbosa, JIS; Silva, AG; Silva, MV; Santana, T","Gomes-Silva, A","2010-03-02","59","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"b7b010b4-f6f9-46d8-af72-27d313b18f75","dr258","Base de dados do Herbário da Universidade de São Paulo","","","","","","105191","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","SPF","SPF","Serra da Chapadinha","-12.45361","-41.44722","","-12.45361","-41.44722","","","","0.0","940.0","","","","1994","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","Pereira, A","Queiroz, LP","","PCD329","","","true","false","false","false","true","false","false","false","false","true","true","true","true","true","false","false"
"b2ae631e-d77b-468f-b3a5-28f374e07461","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","107411","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Piemonte da Diamantina, estrada para Jacobina, ca. 7 km de Morro do Chapéu","-11.4975","-41.11917","","-11.4975","-41.11917","","","","0.0","900.0","","","","2001","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","Souza, VC; Souza, JP; Romão, GO; Elias, SI","Silva, JS","","26315","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"ac2300a5-b4e9-4a72-94bc-97035a81d20a","dr325","Herbário Professor Vasconcelos Sobrinho","in75","Universidade Federal Rural de Pernambuco","co176","Herbário Professor Vasconcelos Sobrinho","CC-BY-NC 4.0 (Int)","19522","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFRPE","PEUFR","Estrada Buíque-Catimbau","-8.61666699999999963","-37.1666669999999968","","-8.616667","-37.166667","","","","790.0","790.0","","","","1995","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","K. Andrade; L.S. Figueirêdo","A.P.S. Gomes","1995-08-01","111","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"9aae95cd-df2f-4501-866f-05f7635efab0","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00595578","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Massarandupió. Dunas de areia branca.","-12.3013889","-37.8794445","","-12.3013889","-37.8794445","","Brasil","","60.0","60.0","","","","2010","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","R.B.Pinto; T.C.Arantes","J.S. Silva","2011-04-28","123","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"7d7deb42-f084-4070-bcb5-3956e6adb75a","dr287","Base de dados do Herbário do IPA","in82","Instituto Agronômico de Pernambuco","co157","Herbário Dárdani de Andrade Lima","CC-BY-NC","82399","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","IPA","HIPA","Vale do Catimbau, Paraiso Selvagem, propriedade do Sr. Jurandir, na subida para o alto do lajeiro","-8.58361099999999944","-37.2408330000000021","","-8.583611","-37.240833","","","","829.0","829.0","","","","2007","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","Cano, O.; Alcina Viana; Rita, M.; Irapuan, J.; Ferreira, L.C.; et al.; Alcina Viana; Rita, M.; Irapuan, J.; Ferreira, L.C.; et al.","Bocage, A.","2008-06-09","743","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"55dc8207-2b3a-4682-9306-3cb264f28b66","dr258","Base de dados do Herbário da Universidade de São Paulo","","","","","","214222","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","SPF","SPF","","-11.4975","-41.11917","","-11.4975","-41.11917","","","","0.0","900.0","","","","2001","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","Souza, VC","Silva, JS","","26315","","","true","false","false","false","true","false","false","false","false","true","true","true","true","true","false","false"
"4feb7776-ecec-4008-86b9-c0d5c2fb105f","dr243","Herbário da Universidade Federal de Sergipe","in24","Universidade Federal de Sergipe","co70","Herbário da Universidade Federal de Sergipe","CC-BY-NC 4.0 (Int)","20877","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Universidade Federal de Sergipe","ASE","Estrada para Jacobina, cerca de 7 km de Morro do Chapéu.","-11.4975000000000005","-41.1191669999999974","","-11.4975","-41.119167","","","","900.0","900.0","","","","2001","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","Souza, VC; Souza, JP; Romão, GO; Elias, SI","Silva, JS","2009-08-14","26315","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"410bfade-b129-4913-88cd-42238469803e","dr289","Base de dados do Herbário do IAC","in87","Instituto Agronômico de Campinas","co163","Herbário do Instituto Agronômico de Campinas","CC-BY-NC","23331","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","IAC","HIAC","","-11.8666999999999998","-38.7667000000000002","","-11.8667","-38.7667","","","","","","","","","1976","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","A. Rocha","J.S. Silva (2)","2011-02-07","s/nº","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"3ebf6927-4ccc-4ed5-aab5-81f8c94d607d","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00701458","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Estrada para Jacobina, cerca de 7 km de Morro do Chapéu. .","-11.4975000","-41.1191667","","-11.4975","-41.1191667","","Brasil","","","","","","","2001","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","V. C. Souza; J. P. Souza, G. O. Romão & S. I. Elias","J. S. Silva","2009-08-14","26315","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","true","false"
"39c47fb4-a1d6-4095-94e3-3c1ed6ae3566","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Chapada Diamantina, Serra da Chapadinha","-12.43333","-41.45","","-12.43333","-41.45","","","","0.0","940.0","","","","1994","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","Pereira, A; Bautista, HP; Orlandi, RP","Queiroz, LP de; Lima, MPM de","","PCD329","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"085f877e-0ad5-4d85-a97c-28610eb44542","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","298","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Nordeste, Olindina","-11.1","-38.51667","","-11.1","-38.51667","","","","-9999.0","0.0","","","","1971","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","Pinto, GCP","Guedes, ML","","s/n","","","true","false","false","false","true","false","false","true","true","false","true","false","false","false","false","false"
"0392bec9-7531-4705-b4e0-b4d885f50e87","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","62295","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","12Km SE cidade, BA-052 ( estr. do feijao).","-11.6022219999999994","-41.0569440000000014","","-11.602222","-41.056944","","","","","","","","","1993","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","L. P. de Queiroz","L. P. de Queiroz","","3445","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"ba851f32-b2d1-456d-83dc-caa76ff92d23","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","98830","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Litoral Norte, Massarandupió. Estrada de terra para a praia","-12.31167","-37.8375","","-12.31167","-37.8375","","","","0.0","10.0","","","","2011","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","Gomes, FS; Guedes, ML; Costa, AS","Guedes, ML; Gomes, FS","","924","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"89ec936a-b762-4f34-a215-a6a0cc2edc84","dr272","Base de dados do Herbário Vale do São Francisco","in80","Universidade Federal do Vale do São Francisco","co150","Herbário Vale do São Francisco","CC-BY-NC 4.0 (Int)","6697","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UNIVASF","HVASF","Saco do Romão, caminho para tribo indígena Pankararus","-9.11594400000000071","-38.1806940000000026","","-9.115944","-38.180694","","","","571.0","571.0","","","","2010","01","PreservedSpecimen","PreservedSpecimen","present","U","true","true","Marcondes Oliveira","L.P. Queiroz","2012-06-05","4616","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"87b07b94-71e9-4867-a787-58f508423d1c","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","52624","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","restinga de Massarandupió","-12.32917","-37.89","","-12.32917","-37.89","","","","-9999.0","0.0","","","","2001","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","Fonseca, MR; Silva, MCR","Guedes, ML","2002-01-01","68","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"8637047c-e795-4e8e-922c-b7e6a1ee7778","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","66349","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Nordeste, Reserva Biológica de Canudos - Biodiversitas","-9.94278","-38.98806","","-9.94278","-38.98806","","","","0.0","0.0","","","","2002","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","Castro, MS de; Pigozzo, CM","Nascimento, AFS","","s/n","","","true","false","false","false","true","false","false","true","true","false","true","false","false","false","false","false"
"83c11f93-fc0c-4bd8-a530-3eb9ea885c18","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","93470","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Chapada Diamantina","-12.945","-41.27444","","-12.945","-41.27444","","","","0.0","862.0","","","","2010","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","Guedes, ML; Gomes, FS; Lisboa, MS; et al.","Guedes, ML","","16907","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"3285a18f-ef5e-4689-b58a-2d456cb42be2","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","83146","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","Nordeste, Tucano, Faz. Tabuleiro.","-10.9499999999999993","-38.7833329999999989","","-10.95","-38.783333","","","","","","","","","1986","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","M. A. Batista","M. L. Guedes","","10","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"028931e7-7e07-4b7f-888b-2a6de5d23e11","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","300","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Nordeste, 3 Km antes da cidade","-11.1","-38.51667","","-11.1","-38.51667","","","","-9999.0","0.0","","","","1964","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","Costa, AL","Guedes, ML","","s/n","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"ff99759d-3260-4b7d-b0ad-5710fd26255b","dr325","Herbário Professor Vasconcelos Sobrinho","in75","Universidade Federal Rural de Pernambuco","co176","Herbário Professor Vasconcelos Sobrinho","CC-BY-NC 4.0 (Int)","24058","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFRPE","PEUFR","Próximo ao Rio São José, ao longo da rodovia para a cidade, km 11","-12.5574999999999992","-41.3875000000000028","","-12.5575","-41.3875","","","","491.0","491.0","","","","1997","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","M. Alves; M.C. e Silva; M. Loyola; V. Gomes; F. Gonçalves; J. Jupiassú; F. Lins; D. Oliveira; J. Queiroz","","","1034","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"fddd5057-ca88-4b24-a0c6-0c38513dfcf7","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","10485","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Chapada Diamantina, Vale do Mugezinho","-12.46667","-41.45","","-12.46667","-41.45","","","","-9999.0","0.0","","","","1979","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Santana, W","Queiroz, LP de","","s/n","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"e93f1efc-f4a5-48fb-a478-77acacd7fe65","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","126367","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","UNIDUNAS, parcela nº3.","-12.92","-38.31833","","-12.92","-38.31833","","","","-9999.0","0.0","","","","2016","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Guedes, ML; Barbosa, MCF; Sales, EF; Teixeira, Lde J","Guedes, ML","","25079","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"e55566b4-786b-4661-beaa-f00be5e58cfb","dr215","","","","","","","RB00297825","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","","-10.216670","-38.500000","SIRGAS 2000","-10.21667","-38.5","","Brazil","","","","","","","1981","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Roberto P. Orlandi","M.R.M de Lima","","567","","","true","false","false","false","false","true","false","false","false","false","true","true","false","false","false","true"
"e473e22f-f267-4a92-b37f-b08f6b372a34","dr261","Base de dados do Herbário do Centro de Pesquisas do Cacau","in45","Comissão Executiva do Plano da Lavoura Cacaueira","co140","Herbário do Centro de Pesquisas do Cacau","CC-BY-NC","37092","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","Itapua. Arredores Lagoa de Abaete.","-12.9333329999999993","-38.3500000000000014","","-12.933333","-38.35","","","","","","","","","1984","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","L. R. Noblick","G. P. Lewis","","3418","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"d6953ed2-54eb-44b6-aa69-829ff546ad1e","dr325","Herbário Professor Vasconcelos Sobrinho","in75","Universidade Federal Rural de Pernambuco","co176","Herbário Professor Vasconcelos Sobrinho","CC-BY-NC 4.0 (Int)","37717","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFRPE","PEUFR","Toca Velha. Estação Biológica de Canudos (Sede de biodiversitas)","-10.0327780000000004","-39.1499999999999986","","-10.032778","-39.15","","","","","","","","","2001","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","L.P. Queiroz; A.M. Guilietti; K.R.B. Leite; C. Correia; B.M. Silva","","","7044","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"ca626e05-0780-44e6-8097-f2baf135740e","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","64015","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Litoral Norte, Costa do Sauípe, fazenda Sauípe","-12.51667","-38.28333","","-12.51667","-38.28333","","","","-9999.0","0.0","","","","2003","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Loureiro, DM; Silva, JR; Menezes, AP","Guedes, ML","","732","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"c81d61ce-396f-4078-a85a-fab5171ebd01","dr325","Herbário Professor Vasconcelos Sobrinho","in75","Universidade Federal Rural de Pernambuco","co176","Herbário Professor Vasconcelos Sobrinho","CC-BY-NC 4.0 (Int)","17408","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFRPE","PEUFR","Serra do Catimbau","-8.61666699999999963","-37.1666669999999968","","-8.616667","-37.166667","","","","790.0","790.0","","","","1994","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","M.J.N. Rodal","A.P.S. Gomes","1995-08-02","374","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
"b9c3fc2e-9b8b-43d2-9ec9-2c665529bf49","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","94604","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Nordeste, Muro","-10.02917","-38.30111","","-10.02917","-38.30111","","","","0.0","376.0","","","","2009","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Melo, E; França, F; Silva, B; Santos, M; Almeida, V; Barbosa, M","Queiroz, LP de","","6797","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"a5625919-a435-46b4-9529-951ec01a5fc0","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","80829","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Chapada Diamantina, Caminho para  a Cachoeira do Buração","-13.31556","-41.16056","","-13.31556","-41.16056","","","","0.0","957.0","","","","2007","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Guedes, ML; Valadão, RM; Gomes, FS; Alunos de Botânica III","","","13900","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"852c73f9-96ff-407a-8752-2e4706fbca98","dr215","","","","","","","RB00297820","291191","Mimosa lewisii Barneby","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","JBRJ","RB","Serra de Andaraí-Capa Bode, estrada para Mucugê.","-12.939004","-41.327911","SIRGAS 2000","-12.939004","-41.327911","","Brazil","","700.0","1200.0","","","","1978","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","G. Matinelli; et al","M.R.M. de Lima","","5409","","","true","false","false","false","false","true","false","false","false","false","true","true","false","false","false","true"
"8330a0f5-f227-4668-b91a-88d0081a7022","dr287","Base de dados do Herbário do IPA","in82","Instituto Agronômico de Pernambuco","co157","Herbário Dárdani de Andrade Lima","CC-BY-NC","81800","291191","Mimosa lewisii","","Mimosa lewisii","species","Jureminha","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","IPA","HIPA","""Distrito Campo São João, leito do rio sem nome """"Rio da Rua"""" completamente seco.""","-12.4522220000000008","-41.4880560000000003","","-12.452222","-41.488056","","","","756.0","756.0","","","","2000","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Nunes, T.S.; Lemos, M.J.; Souza, E.R.; Lemos, M.J.; Souza, E.R.","Queiroz, L.P. de","2007-01-01","203","","","true","false","false","false","true","false","false","false","false","false","true","true","false","false","false","false"
"813b3990-1fef-4746-8049-3c2483dea210","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","37272","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Chapada Diamantina, Morro do Pai In cio, campos aberto e rupestre","-12.45","-41.46667","","-12.45","-41.46667","","","","0.0","1080.0","","","","1994","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Carvalho, AM de; Amorim, AMA","Queiroz, LP de; Lima, MPM de","","PCD1040","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"7a6f370b-6732-4ba0-a999-19a6df75b67c","dr259","Base de dados do Herbário Alexandre Leal Costa da UFBA","in12","Universidade Federal da Bahia","co68","Herbário Alexandre Leal Costa da UFBA","CC-BY-NC","37272","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFBA","ALCB","Chapada Diamantina, Pai Inácio","-12.45556","-41.47083","","-12.45556","-41.47083","","","","0.0","1080.0","","","","1994","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de; Jardim, JG; Souza, GR; Cruz, NB","Queiroz, LP de; Lima, MPM de","","PCD1040","","","true","false","false","false","true","false","false","false","false","true","true","false","false","false","false","false"
"796832af-13d5-4f42-a27c-a1ee119340ec","dr325","Herbário Professor Vasconcelos Sobrinho","in75","Universidade Federal Rural de Pernambuco","co176","Herbário Professor Vasconcelos Sobrinho","CC-BY-NC 4.0 (Int)","17401","291191","Mimosa lewisii","","Mimosa lewisii","species","Calumbé","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa lewisii","UFRPE","PEUFR","Serra do Catimbau","-8.61666699999999963","-37.1666669999999968","","-8.616667","-37.166667","","","","791.0","791.0","","","","1994","10","PreservedSpecimen","PreservedSpecimen","present","","true","true","M.J. Sales","A.P.S. Gomes","1995-08-02","419","","","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false"
