"rm","fc","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"0.5","LQ","rm.0.5_fc.LQ",0.982210810810811,0.733,0.0224784920634921,0.0304124543103198,0.970694166666667,0.0309900361708796,0.57725,0.408810775298304,0.222222222222222,0.202860206483395,0.0277777777777778,0.0555555555555556,936.016566233705,0,0.956303351705529,4
