"rm","fc","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"0.5","LQ","rm.0.5_fc.LQ",0.979775,0.799,0.0327958333333334,0.0301915685280706,0.9721625,0.0357772827131035,0.751,0.288523829171873,0.375,0.478713553878169,0.25,0.5,219.87305430922,0,0.472269606794846,3
