"rm","fc","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"1.5","L","rm.1.5_fc.L",0.994561764705882,0.844,0.0277733477564103,0.0376703573609392,0.962843229166667,0.0442340122487971,0.64225,0.213420359853506,0.173611111111111,0.18992769904413,0.03125,0.0625,620.711257577184,0,0.804894145058564,12
