X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-43.7144012451172,-19.1688995361328,train,0.003945270576083376,75.554315668377,0.7578823656843313
-43.4249992370605,-19.0372009277344,train,7.721719292580799E-4,36.8448658131034,0.3799027307079869
-43.7449989318848,-19.513599395752,train,0.0016111349990351692,58.87841135356089,0.5610749537260413
-44.2919,-17.6989,train,0.0019260189005119125,63.0422606389243,0.6044500761266152
-43.3793983459473,-18.604700088501,train,0.0010772563851368083,46.01570588810429,0.4608315099999208
-44.4455986022949,-17.2355995178223,train,1.0146805594429358E-4,6.334084381208891,0.07450763314765041
-44.1800003051758,-17.8733005523682,train,2.7817670517105776E-4,16.505919073906842,0.1808037047574356
-43.4160995483398,-20.377799987793,train,1.864155165728582E-4,11.110817016270179,0.12884719921023052
-43.6557998657227,-18.4456005096436,train,0.006948351624303428,84.27728908092968,0.8464586446281551
-44.1721992492676,-17.7574996948242,train,2.474765416093731E-4,14.71939603559767,0.16412475427090165
-43.783889,-17.916944,train,0.0019845108695585294,63.50426149537585,0.6115802067507907
-43.833333,-18.833333,train,0.00864905874904615,88.04925409474185,0.8728101757795866
-43.8616981506348,-16.7350006103516,train,3.7378311566400873E-4,20.278196037762335,0.2287306399651497
-43.339444,-18.456944,train,0.0011191650163902285,47.448649002107956,0.470327365614802
-44.043098449707,-19.6180992126465,train,3.5595885358735284E-4,19.271207254928605,0.22022542499105158
-44.333333,-17.887222,train,0.003612665196750324,74.12355845683061,0.7413568403385492
-44.250833,-17.918056,train,0.002418905423729136,68.27914142858705,0.6574389633937343
-44.233889,-17.923889,train,0.001866293646438559,62.21550841358873,0.5968943397940514
-44.249444,-17.909167,train,0.0021843085249461775,65.8920045248013,0.6341092015509369
-43.665,-18.188333,train,0.002026909497504942,64.11503646619128,0.6165899473345272
-43.445,-18.4725,train,0.005366883162153998,80.82176806251537,0.809818961736378
-43.2333333,-18.8666667,train,9.400186337672361E-4,42.046554283540125,0.42720383963048947
-42.7788889,-15.3866666,train,0.003954647602873973,75.56275339676526,0.7583177121157904
-43.6502778,-18.4530556,train,0.007082779245560721,84.34547763834391,0.848932551598437
-43.55722222,-18.65388889,train,0.0028049874029563064,70.07656892926889,0.689971484660645
-43.516667,-19.25,train,0.002504970015168374,68.40087891394734,0.6652688802884759
