datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2019-10-09 11:16:35-03"	UFBA	ALCB	01318	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	1991	10			s/n		"Costa, AL"	1973	02	03			"Southern America"	Brasil	Bahia	Tucano	"Nordeste, Entre Pombal e Tucano"	-38.783333	-10.95																ALCB023927
"2019-10-09 11:16:35-03"	UFBA	ALCB	01378	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	1991	10			1339		"Noblick, LR"	1979	05	12			"Southern America"	Brasil	Bahia	Salvador	"Região Metropolitana Salvador, Lagoa do Abaeté."	-38.35	0																ALCB023925
"2019-10-09 11:16:35-03"	UFBA	ALCB	021118	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	1996	06			s/n		"Alunos de Botânica III"	1986	12	11			"Southern America"	Brasil	Bahia	Salvador	"Região Metropolitana Salvador, Dunas perto do aeroporto"	0	0	-38.510799407959	-12.9710998535156	26018												"espinescente. Folhas com folíolos rígidos. Inflorescência com flores singelas esverdeadas."	
"2019-10-09 11:16:35-03"	UFBA	ALCB	021622	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	1996	06			s/n		"Gouveia, EP de"	1989	09	08			"Southern America"	Brasil	Bahia	Ituaçu	"Serra Geral, Sítio µgua Preta"	0	0	-41.2966995239258	-13.8133001327515	36625												"caule coberto por pequenas estruturas tricógenas.&nf;Presença de acúleos. Flores brancas."	
"2019-10-09 11:16:35-03"	UFBA	ALCB	021622	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	1996	06			s/n		"Gouveia, EP de"	1989	09	08			"Southern America"	Brasil	Bahia	Ituaçu	"Serra Geral, Sítio µgua Preta"	0	0	-41.2966995239258	-13.8133001327515	36625												"caule coberto por pequenas estruturas tricógenas.&nf;Presença de acúleos. Flores brancas."	ALCB024027
"2019-10-09 11:16:35-03"	UFBA	ALCB	021622	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	1996	06			s/n		"Gouveia, EP de"	1989	09	08			"Southern America"	Brasil	Bahia	Ituaçu	"Serra Geral, Sítio Água Preta"	-41.283333	-13.8															"Flores brancas e acúleos (espinhosos) além do caule coberto por pequenas estruturas tricógenas."	
"2020-08-11 00:16:03-03"	UFBA	ALCB	023290	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	1987	07			1002		"Guedes, ML; Souza, Padre JP de"	1985	12	07			"Southern America"	Brasil	Bahia	"Paulo Afonso"	"Nordeste, Estação Ecológica do Raso da Catarina, Mata das Pororocas"	0	0	-38.2146987915039	-9.40610980987549	44772												"2,0 m. Xerófila. Folíolos coriáceos. Flores alvas."	ALCB023833
"2019-10-09 11:16:35-03"	UFBA	ALCB	023536	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Borges, LM"	2012	05	31		s/n		"Guedes, ML"	1987	10	24			"Southern America"	Brasil	Bahia	Camaçari	"Dunas de Interlagos"	0	0	-38.3241996765137	-12.6975002288818	37124												"2,0 m. Flores alvas."	ALCB023837
"2020-07-07 00:49:27-03"	UFBA	ALCB	023698	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"					s/n		"Viviane, R"	1992	08	15			"Southern America"	Brasil	Bahia	Camaçari	Jau 	0	0	-38.3241996765137	-12.6975002288818	37124												"3,0 m, espinhoso. Inflorescências terminais com pelos glandulares, flores alvas. Frutos imaturos."	ALCB023840
"2020-07-07 00:49:27-03"	UFBA	ALCB	023698	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"					s/n		"Viviane, R"	1992	08	15			"Southern America"	Brasil	Bahia	Camaçari	Jauá	-38.316667	-12.683333															"3m de altura. Espinhoso. Inflorescências terminais com pêlos glandulíferos. Flores alvas."	
"2019-10-09 11:16:35-03"	UFBA	ALCB	023881	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Lewett, JB"	1986	01			764		"Queiroz, LP de"	1983	07	08			"Southern America"	Brasil	Bahia	"Paulo Afonso"	"Nordeste, Estação Ecológica do Raso da Catarina, Mata das Pororocas"	0	0	-38.2146987915039	-9.40610980987549	44772												"1,5 m, pouco ramificado. Inflorecência com glomérulos alvascentos."	ALCB023839
"2019-10-09 11:16:35-03"	UFBA	ALCB	024885	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	1996	06			s/n		"Ribeiro, AJ"						"Southern America"	Brasil	Bahia	Camaçari	"Barra do Jacuípe"	0	0	-38.3241996765137	-12.6975002288818	37124												"1,0 m, bastante ramificado de ramos prostrados. flores brancas e lilases. Ocasional. Com foto."	ALCB023836
"2019-10-09 11:16:35-03"	UFBA	ALCB	024885	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	1996	06			s/n		"Ribeiro, AF"						"Southern America"	Brasil	Bahia	Camaçari	"Barra do Jacuípe"	-38.316667	-12.683333															"Bastante ramificado de ramos prostrados. 1m de altura. Flores brancas e liláses. Ocasional."	
"2019-10-09 11:16:35-03"	UFBA	ALCB	028797	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	1996	11			4040		"Guedes, ML; Reitermajer, D; Viana, JC"	1996	09	21			"Southern America"	Brasil	Bahia	"Mata de São João"	"Litoral Norte, Santo Antônio"	-37.883333	0															"2,0 m. Folíolos rígidos. Infloresc6encia com flores cremes.; com presença de áreas úmidas."	ALCB024026
"2019-10-09 11:16:35-03"	UFBA	ALCB	029445	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Machado, TO"	1997	06			05		"Machado, TO; Alunos de Botânica III"	1997	06	01			"Southern America"	Brasil	Bahia	Camaçari	"Jau . Dunas com espécies arbustivas e arbóreas"	0	0	-38.3241996765137	-12.6975002288818	37124												"2,0 m. Folhas com folíolos rígidos. Inflorescência capituliforme com botões esverdeados, flores com pétalas e estames alvos. Ocasional.; substrato arenoso."	ALCB023838
"2019-10-09 11:16:35-03"	UFBA	ALCB	029771	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	1997	07			4889		"Guedes, ML; Alunos de Botânica III"	1997	06	02			"Southern America"	Brasil	Bahia	Camaçari	"Dunas de Jau "	0	0	-38.3241996765137	-12.6975002288818	37124												"2,0 m, espinescente. Inflorecência em capítulos paucifloros, alvos. Frutos craspédios maduros marrons. Frequente.; com dunas de ca. 5,0 m."	ALCB024052
"2019-10-09 11:16:35-03"	UFBA	ALCB	032531	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	1998	02			5521		"Guedes, ML; Alunos de Botânica III"	1997	11	21			"Southern America"	Brasil	Bahia	Camaçari	" rea próxima a Guarajuba"	0	0	-38.3241996765137	-12.6975002288818	37124												"2,0 m. Folhas bipinadas, folíolos brilhantes, coriáceas, discolores. Inflorescência em capítulos de flores com pétalas e estames alvos. Frutos imaturos verdes. Frequente.; substrato arenoso."	ALCB024018
"2019-10-09 11:16:35-03"	UFBA	ALCB	037264	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	1994	08			PCD664		"Stradmann, MTS; Poveda, A; Guedes, ML; Orlandi, RP"	1994	08	31			"Southern America"	Brasil	Bahia	Lençóis	"Chapada Diamantina, Serra da Chapadinha"	-41.440278	-12.459722					910	910									"ca. 2-2,5m de altura. Folhas recompostas. Flores alvas. Frequente.; Degraus rochosos com vetagçaõ rupícola. Arenito com solo pedregoso."	ALCB024016
"2019-10-09 11:16:35-03"	UFBA	ALCB	037272	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de; Lima, MPM de"	1997	10			PCD1040		"Carvalho, AM de; Amorim, AMA"	1994	10	26			"Southern America"	Brasil	Bahia	Palmeiras	"Chapada Diamantina, Morro do Pai In cio, campos aberto e rupestre"	-41.466667	-12.45					1080	1080									"3,00 m, crescendo próximo às instalações da TELEBAHIA. Flores cremes. Frutos imaturos, verde-avermelhados. Frequente.; Vegetação de campo aberto sobre pedras. Afloramento rochoso de arenito."	
"2019-10-09 11:16:35-03"	UFBA	ALCB	037272	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de; Lima, MPM de"					PCD1040		"Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de; Jardim, JG; Souza, GR; Cruz, NB"	1994	10	26			"Southern America"	Brasil	Bahia	Palmeiras	"Chapada Diamantina, Pai Inácio"	-41.470833	-12.455556					1080	1080									"ca. 3m de altura. Flores cremes. Frutos imaturos, verde-avermelhados.; Campo aberto sobre rocha. Arenoso com substrato pedregoso."	ALCB024024
"2019-10-09 11:16:35-03"	UFBA	ALCB	042733	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML; Stradmann, MTS"	1997	06			0072		"Stradmann, MTS; Poveda, A; Gomes, DF"	1995	03	03			"Southern America"	Brasil	Bahia	Lençóis	"Chapada Diamantina, Trilha do Bodão, margem direita, afluente do rio Ribeirão, a 4 km aproximadamente após a Cachoeira do Sossego, sentido nascente. Parque Nacional da Chapada Diamantina"	-41.45	-12.466667															"Terrestre, ca. 9,5 m. Folhas membran ceas, conc¢lores. Frequente.; Mata ciliar, de 15 a 20 m de largura, limitada por paredões rochosos, higrófila. Sub comunidade montana. Solo arenoso, com humos, associado aos afloramentos rochosos a"	ALCB023842
"2019-10-09 11:16:35-03"	UFBA	ALCB	042900	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	1990	03			10		"Batista, MA"	1998	03	19			"Southern America"	Brasil	Bahia	Tucano	"Nordeste, Faz. Tabuleiro"	-38.783333	-10.95															"2,0 m. Folhas coriáceas, discolores. Inflorescência alva. Frequente."	ALCB023841
"2019-10-09 11:16:35-03"	UFBA	ALCB	045767	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	1999	11			15		"Oliveira, PP de; Leite, KRB; Freitas, IS; Queiroz, LP de"	1999	09	02			"Southern America"	Brasil	Bahia	Salvador	"Região Metropolitana Salvador, Lagoa do Abaeté"	-38.5	0															"1,50 m. Folhas levemente discolores. Botões verde-claro. Flores com cálice e corola verde-claro; filetes brancos, anteras amarelo-esverdeado."	ALCB024021
"2019-10-09 11:16:35-03"	UFBA	ALCB	04615	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	1991	10			s/n		"Costa, AL"	1967	10				"Southern America"	Brasil	Bahia	Salvador	"Região Metropolitana Salvador, Lagoa do Abaeté"	-38.5	-12.966667																ALCB024031
"2019-10-09 11:16:35-03"	UFBA	ALCB	052624	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2002				68		"Fonseca, MR; Silva, MCR"	2001	01	11			"Southern America"	Brasil	Bahia	"Entre Rios"	"restinga de Massarandupió"	-37.89	-12.329167															"flores alvas. Frutos imaturos e maduros craspídios. Ocasional.; interna. Solos de areias brancas, após o rio."	ALCB024159
"2019-10-09 11:16:35-03"	UFBA	ALCB	10485	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	1996	06			s/n		"Santana, W"	1979	10	14			"Southern America"	Brasil	Bahia	Lençóis	"Chapada Diamantina, Vale do Mugezinho"	-41.45	-12.466667																ALCB024030
"2019-10-09 11:16:35-03"	UFBA	ALCB	107411	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Silva, JS"	2009	08			26315		"Souza, VC; Souza, JP; Romão, GO; Elias, SI"	2001	07	18			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Piemonte da Diamantina, estrada para Jacobina, ca. 7 km de Morro do Chapéu"	-41.119167	-11.4975					900	900									"a árvore, até 4 m alt. Flores creme. frutos imaturos verdes."	ALCB023929
"2019-10-09 11:16:35-03"	UFBA	ALCB	110748	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Ogasawara, HA"	2013	10			353		"Ogasawara, HA; Oliveira, P"	2013	10	16			"Southern America"	Brasil	Bahia	Tucano		-38.75	-11.415					460	460									"ca. 1,50 m alt.folhas discolores; flores de cálice e corola esverdeados, estamoes alvos; frutos verdes amarronzados.; campo sujo."	ALCB023834
"2019-10-09 11:16:35-03"	UFBA	ALCB	112256	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Ogasawara, HA"	2014	01			376		"Ogasawara, HA; Oliveira, P"	2013	12	07			"Southern America"	Brasil	Bahia	Jeremoabo		-38.535556	-10.204444					569	569									"ca. 1,9m alt. Folhas discolores; sépalas esverdeadas; pétalas cremes; estames alvos a cremes; frutos verdes de margem vinácea."	ALCB023835
"2019-10-09 11:16:35-03"	UFBA	ALCB	123453	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2016	05			24453		"Guedes, ML; Velozo, ES; Casaes, M; Araújo, F; Costa, R dos S; Abreu, LS"	2016	03	24			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Cachoeira do Ferro Doido."	-41.15	-11.216667															"com ramificação basal, espinescente. Estípulas lanceoladas persistentes. Folíolos coriáceos. Glomérulos hemisféricos, pedunculados, flores em botões."	ALCB012057
"2019-10-09 11:16:35-03"	UFBA	ALCB	126367	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2017	01			25079		"Guedes, ML; Barbosa, MCF; Sales, EF; Teixeira, Lde J"	2016	10	20			"Southern America"	Brasil	Bahia	"Lauro de Freitas"	"UNIDUNAS, parcela nº3."	-38.318333	-12.92															"espinescente. Folhas bipinadas, foliólulos rígidos, brilhantes. Glomérulos globosos em sinflorescência racemosa terminal; flores alvas."	ALCB033561
"2019-10-09 11:16:35-03"	UFBA	ALCB	126438	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2017	02			25195		"Guedes, ML; Alunos de Botânica BIOC05"	2016	10	22			"Southern America"	Brasil	Bahia	"Mata de São João"	"Ponto 01."	-38.283333	-12.516667															"espinescente. Inflorescência panícula de capítulos com flores alvas. Frutos imaturos."	ALCB033630
"2019-10-09 11:16:35-03"	UFBA	ALCB	16577	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Lewis, GP"	1986	02			3418		"Noblick, LR"	1984	10	19			"Southern America"	Brasil	Bahia	Salvador	"Região Metropolitana Salvador, Dunas de Itapuã, arredores da Lagoa do Abaeté."	-38.35	0															"4,0 m, espinhoso. Inflorescências terminais na parte mais alta, com grande distância (2,0 m) entre as folhas do arbusto e estas. Flores com corola branca."	ALCB024028
"2019-10-09 11:16:35-03"	UFBA	ALCB	19169	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	1986	09			613		"Guedes, ML"	1983	06	09			"Southern America"	Brasil	Bahia	"Paulo Afonso"	"Nordeste, Estação Ecológica do Raso da Catrina, Mata das Pororocas"	0	0	-38.2146987915039	-9.40610980987549	44772												"2,5 m. Folhas com base das pinas com glândulas espinhosas avermelhadas. Flores amareladas e estames exsertos alvos."	ALCB024029
"2019-10-09 11:16:35-03"	UFBA	ALCB	21118	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	1996	06			s/n		"Alunos de Botânica III"	1986	12	11			"Southern America"	Brasil	Bahia	Salvador	"Região Metropolitana Salvador, Dunas perto do Aeroporto."	-38.5	-12.966667															"Espinescente. Folhas com folíolos rígidos. Inflorescência com flores simples esverdeadas."	ALCB023845
"2019-10-09 11:16:35-03"	UFBA	ALCB	37264	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de; Lima, MPM de"	1997	10			PCD664		"Stradmann, MTS; Guedes, ML"	1994	08	31			"Southern America"	Brasil	Bahia	Lençóis	"Chapada Diamantina, Serra da Chapadinha"	-41.433333	-12.45					910	910									"2,00-2,50 m. Folhas recompostas. Flores alvas. Frequente.; Degraus rochosos, com vegetação rupícola. Afloramento rochoso de arenito."	
"2019-10-09 11:16:35-03"	UFBA	ALCB	52527	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2001	07			307		"Nascimento, AFS; Santana, DL; Guedes, ML"	2001	06	17			"Southern America"	Brasil	Bahia	"Entre Rios"	"Litoral Norte, Massarandupió, a 20 km de Porto de Sauípe."	-37.8375	-12.311667															"espinescente. Folíolos rígidos. Botões esverdeados, flores alvas."	ALCB024023
"2019-10-09 11:16:35-03"	UFBA	ALCB	53650	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2001	08			98		"Loureiro, DM; Alves, L. de J.; Guedes, ML; Santana, DL"	2001	04	13			"Southern America"	Brasil	Bahia	Itaête	"Paraguaçu, Assentamento Baixão. Próximo ao rio Una, depois da ponte. Área de reserva degradada"	0	0	-40.9724998474121	-12.9863996505737	36442												"2,0m, espinescente. Folíolos cartáceos, discolores. Flores alvas.; Mata ciliar."	ALCB023843
"2019-10-09 11:16:35-03"	UFBA	ALCB	58001	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2002	08			s/n		"Rodarte, ATA; Alunos do Mestrado IB/UFBA"	1999	05	18			"Southern America"	Brasil	Bahia	Salvador	"Região Metropolitana Salvador, Dunas do Abaeté"	-38.35	-12.933333															"2,0 m. , espinescente. Folíolo discolor, rígido. Inflorescência longa, pedicelos glandulosos; flores alvas."	ALCB024020
"2019-10-09 11:16:36-03"	UFBA	ALCB	59876	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2002	12			9877		"Guedes, ML; Loureiro, DM; Guaré, F; et al."	2002	09	09			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Piemonte da Diamantina, Caminho para Jacobina"	-41.15	-11.55															"espinescente e com pêlos vináceos, glandulíferos. Foliólolos pequenos, rígidos. Infloresc6encia terminal, capituliforme com botões e flores esverdeadas. Fruto imaturo"	ALCB024019
"2019-10-09 11:16:36-03"	UFBA	ALCB	62883	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2003	09			10489		"Guedes, ML; Xavier, AB; Queiroz, EP"	2003	08	16			"Southern America"	Brasil	Bahia	"Ribeira do Pombal"	"Nordeste, Tabuleiro"	-38.533333	-10.833333															"espinescente. Folíolos rígidos. Inflorescência terminal, botões verdes, flores alvas."	ALCB024025
"2019-10-09 11:16:36-03"	UFBA	ALCB	64015	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2003	10			732		"Loureiro, DM; Silva, JR; Menezes, AP"	2003	10	17			"Southern America"	Brasil	Bahia	"Mata de São João"	"Litoral Norte, Costa do Sauípe, fazenda Sauípe"	-38.283333	-12.516667															"Ramos pubescentes. Folíolos discolores. Botões esverdeados, pedúnculo coberto de glândulas.; Arbustiva-arbórea."	ALCB023844
"2019-10-09 11:16:36-03"	UFBA	ALCB	66349	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Nascimento, AFS"	2004	03			s/n		"Castro, MS de; Pigozzo, CM"	2002	01				"Southern America"	Brasil	Bahia	Canudos	"Nordeste, Reserva Biológica de Canudos - Biodiversitas"	-38.988056	-9.942778															"Flores cremes.; arbustiva arbórea"	ALCB023847
"2019-10-09 11:16:36-03"	UFBA	ALCB	67729	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2004	09			1119		"Roque, N; Alunos de Botânica III"	2004	09	03			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Piemonte da Diamantina"	-41.001389	-11.635833					767	767									"escandente, flores alvas, cálice verde, frutos verdes."	ALCB023848
"2019-10-09 11:16:36-03"	UFBA	ALCB	72941	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2006	07			s/n		"Oliveira, ALPC de; Guedes, ML; Franco, JP; Casais, VO"	2005	10	22			"Southern America"	Brasil	Bahia	Salvador	"Região Metropolitana Salvador, Dunas do Abaeté"	-38.5	-12.966667															"de ca 2m, espinescente. Folhas com folíolos rígidos, discolores. Inflorescência com botões esverdeados. Frutos do tipo craspédio."	ALCB023849
"2019-10-09 11:16:36-03"	UFBA	ALCB	73272	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2006	05			58		"Cardoso, PHCB; Xavier, AB"	2006	05	01			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Piemonte da Diamantina, Cachoeira do Ferro doido"	-41.15	-11.55															"Arbusto de 3m, planta armada. Folíolos coriaceos, glabros e discolores. Inflorescência terminal com estames cremes esverdeados. Fruto imaturo verde."	ALCB023850
"2019-10-09 11:16:36-03"	UFBA	ALCB	75582	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2007	01			12962		"Guedes, ML; Rigueira, D; Alunos de Botânica III"	2006	12	09			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Piemonte da Diamantina, Cidade das Pedras"	-41.010833	-11.672778															"espinescente. Folíolos membranáceos. Inflorescência terminal, botões esverdeados, flores com estames alvos. Frutos craspédios imaturos verdes manchado de vermelho."	ALCB023831
"2019-10-09 11:16:36-03"	UFBA	ALCB	80829	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby						13900		"Guedes, ML; Valadão, RM; Gomes, FS; Alunos de Botânica III"	2007	10	13			"Southern America"	Brasil	Bahia	Ibicoara	"Chapada Diamantina, Caminho para a Cachoeira do Buração"	-41.160556	-13.315556					957	957									"com ca 3 m de altura. Folhas com foliólulos rígidos. Infloresc~encia com botões esverdeados, flores alvas. Frutos imaturos verdes. Freqüente."	ALCB023826
"2019-10-09 11:16:36-03"	UFBA	ALCB	82006	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2008	01			14174		"Guedes, ML; Guaré, F; et al."	2007	12	06			"Southern America"	Brasil	Bahia	Andaraí	"Chapada Diamantina"	-41.309722	-12.851111					341	341									"de ca 2 m de altura, espinescente. folhas com foliólulos, discolores, rígidos. Inflorescência terminal, botões esverdeados, flores com estames alvos. Frutos verdes. freqüente."	ALCB023832
"2019-10-09 11:16:36-03"	UFBA	ALCB	82952	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby						619		"Miranda Silva, EB; Harley, RM; Silva, FH; Silva, BM da; \"Seu\" Carlos"	2004	02	18			"Southern America"	Brasil	Bahia	Canudos	"Nordeste, Reserva Biológica, Esquentada"	-38.98	-9.949444					440	440									"espinhoso, até 2,0 m alt. Folhas com folíolos rígidos, verdes, mais claros na face inferior. Ramos da inflorescência viscosos com glândulas amarelas, corola creme-amarelada, estilete e filestes brancos, anteras creme. Frutos imaturos"	ALCB023825
"2019-10-09 11:16:36-03"	UFBA	ALCB	83887	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"					1765		"Roque, N; Alunos de Botânica III"	2008	05	23			"Southern America"	Brasil	Bahia	"Morro do Chapéu"	"Piemonte da Diamantina, Cachoeira do Ferro Doido"	-41.001389	-11.635833					895	895									"ca 1,5m alt. Folíolos discolores, flores creme-esverdeadas."	ALCB023827
"2019-10-09 11:16:36-03"	UFBA	ALCB	93470	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML"	2010	01			16907		"Guedes, ML; Gomes, FS; Lisboa, MS; et al."	2010	01	28			"Southern America"	Brasil	Bahia	Mucugê	"Chapada Diamantina"	-41.274444	-12.945					862	862									"ca. 2,5 m alt. Espinescente. Folhas com foliólulos discolores. Inflorescência com botões verdes, terminais e pedicelos verde-vináceos, cálice esverdeado."	ALCB023824
"2019-10-09 11:16:36-03"	UFBA	ALCB	94604	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	2010	03			6797		"Melo, E; França, F; Silva, B; Santos, M; Almeida, V; Barbosa, M"	2009	10	18			"Southern America"	Brasil	Bahia	Jeremoabo	"Nordeste, Muro"	-38.301111	-10.029167					376	376									"1-1,5 m alt, ramos espinescentes. Botões branco-esverdeados.; beira de rio seco."	ALCB023823
