datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2019-10-09 11:16:36-03"	UFBA	ALCB	94755	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Moura, L"	2010	07			2827		"Roque, N; Alunos de Botânica III"	2010	05	22			"Southern America"	Brasil	Bahia	Mucugê	"Chapada Diamantina, Trilha para o Rio Paraguaçu, início na estação de tratamento de água"	-41.391389	-13.000278					941	941									"2m de alt.; botões verdes; fruto imaturo verde-vináceo."	ALCB023828
"2019-10-09 11:16:36-03"	UFBA	ALCB	95851	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	2010	03			6632		"Melo, E; França, F; Silva, B; Santos, M; Almeida, V; Barbosa, M"	2009	10	17			"Southern America"	Brasil	Bahia	Jeremoabo	"Nordeste, Baixa dos Quelés"	-38.437778	-9.983333					488	488									"1-1,5 m alt. Folhas concolores. Flores brancas."	ALCB023830
"2019-10-09 11:16:36-03"	UFBA	ALCB	95855	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de"	2010	03			6693		"Melo, E; França, F; Silva, B; Santos, M; Almeida, V; Barbosa, M"	2009	10	17			"Southern America"	Brasil	Bahia	Jeremoabo	"Nordeste, Baixa dos Quelés"	-38.44	-9.983056					506	506									"1-1,5 m alt. Folhas concolores. Flores brancas."	ALCB023829
"2019-10-09 11:16:36-03"	UFBA	ALCB	98830	"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Guedes, ML; Gomes, FS"	2012	02			924		"Gomes, FS; Guedes, ML; Costa, AS"	2011	01	29			"Southern America"	Brasil	Bahia	"Entre Rios"	"Litoral Norte, Massarandupió. Estrada de terra para a praia"	-37.8375	-12.311667					10	10									"ca. 1,5 m alt. Folhas com folílos cartáceos, discolores. Botões rosados. Flores com estames alvos. Frutos imaturos, verdes.; restinga com formação de dunas."	ALCB023846
"2019-10-09 11:16:35-03"	UFBA	ALCB		"Mimosa lewisii"	PreservedSpecimen	Plantae	Dicotyledon			Fabaceae	Mimosa	lewisii		Barneby	"Queiroz, LP de; Lima, MPM de"	1997	10			PCD329		"Pereira, A; Bautista, HP; Orlandi, RP"	1994	07	30			"Southern America"	Brasil	Bahia	Lençóis	"Chapada Diamantina, Serra da Chapadinha"	-41.45	-12.433333					940	940									"3,00 m, espinescente. Folhas compostas, folíolos rígidos. Flores alvas. Frutos articulados, de cor marrom (craspédio). Raro.; Vegetação rupícola em degraus rochosos. Afloramento rochoso de arenito."	
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	102924	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"M. L. Guedes"					98		"D. M. Loureiro"	2001	04	13				Brasil	Bahia	ITAETÉ	"Paraguaçi. Assentamento Baixão. Próximo ao rio Una, depois da ponte. Área de reserva degradada."	0	0	-40.9724998474121	-12.9863996505737	36442											30/08/2001		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	10416	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"				Paratipo			"R. M. Harley"	1998	02	05				Brasil	Bahia	"SENTO SÉ"	"16Km ao W de Lagoinha (5.5Km SW Delfino), Rod. p/ Minas do Mimoso."	-41.333333	-10.366667														30/12/1985		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	17417	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"G. P. Lewis"					5409		"G. Martinelli"	1978	10	30				Brasil	Bahia	ANDARAÍ	"Serra de Andarai/Capa Bode, estr. p/ Mucuge."	0	0	-41.3314018249512	-12.8072004318237	58558											17/02/1986		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	19903	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"G. P. Lewis"				Paratipo	19234		"R. M. Harley"	1992	03	02				Brasil	Bahia	"MORRO DO CHAPÉU"	"19,5Km ao SE da cidade BA-052, Rod. p/ Mundo Novo prox. Ao Rio do Ferro Doido."	-41.033333	-11.633333														24/11/1981		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	25205	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"G. P. Lewis"					20940		"R. M. Harley"	1980	03	25				Brasil	Bahia	LENÇÓIS	"Serra do Sincora. 6Km ao N Cascavel, Rod. p/ Mucuge."	-41.416667	-13.1														01/10/1984		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	26375	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"				Paratipo	14524		"S. A. Mori"	1981	06	17				Brasil	Bahia	"MORRO DO CHAPÉU"	"BR-052, arredores da ponte sobre o Rio do Ferro Doido. Ca. 18Km a E da cidade."	0	0	-41.1561012268066	-11.5500001907349	98143											30/12/1985		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	30093	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"				Holótipo	854		"G. P. Lewis"	1981	12	18				Brasil	Bahia	palmeiras	"Km 232 da BR-242 p/ Ibotirama. Pai Inacio."	-41.45	-12.5														30/12/1984		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	30244	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"				Paratipo	929		"G. P. Lewis"	1981	12	20				Brasil	Bahia	LENÇÓIS	"Ca. 8-10Km ao NW Lençóis, estrada p/ Barro Branco."	-41.333333	-12.533333														30/12/1985		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	30276	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"				Paratipo	1007		"G. P. Lewis"	1977	02	02				Brasil	Bahia	SALVADOR	"Ca. 30Km ao N da cidade. Arredores do Aeroporto."	-38.3	-12.916667														30/12/1985		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	30508	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"				Paratipo	22411		"R. M. Harley"	1980	05	23				Brasil	Bahia	palmeiras	"Serras dos Lençóis, rampa baixa Morro Pai Inacio. Ca. 14.5Km NW Lençóis, ao N da Rod. Seabra/Itaberaba."	-41.466667	-12.45														30/12/1985		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	31751	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"				Paratipo	22275		"R. M. Harley"	1980	05	21				Brasil	Bahia	palmeiras	"Serras dos Lençóis. Rampa baixa Morro Pai Inacio, ca. 14.5K NW Lençóis, ao N Rod. Seabra/Itaberaba."	-41.466667	-12.45														30/12/1985		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	32044	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"				Paratipo	22861		"R. M. Harley"	1980	05	31				Brasil	Bahia	"MORRO DO CHAPÉU"	"Rio do Ferro Doido, 19,5Km ao SE da cidade, BA-052 p/ Mundo Novo, perto do rio."	-41.033333	-11.633333														30/12/1985		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	33743	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"G. P. Lewis"					1914		"A. M. de Carvalho"	1983	09	25				Brasil	Bahia	SALVADOR	"30Km N cidade. Arredores Lagoa de Abaete."	0	0	-38.510799407959	-12.9710998535156	26018											16/02/1986		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	35140	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"G. P. Lewis"					2964		"L. R. Noblick"	1984	03	01				Brasil	Bahia	"RIBEIRA DO POMBAL"	"1Km a W do povoado de Tapera."	-38.55	-10.833333														30/12/1986		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	35142	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"G. P. Lewis"					2849		"L. R. Noblick"	1983	11	19				Brasil	Bahia	palmeiras	"Mucugezinho. Ao lado do Rio."	-41.433333	-12.466667														16/02/1986		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	35150	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"G. P. Lewis"					3051		"L. R. Noblick"	1984	03	07				Brasil	Bahia	LENÇÓIS	"Margem do Rio Lencois, acima do Serrano."	-41.383333	-12.566667														30/12/1986		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	35378	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"				Paratipo	47462		"G. Hatschbach"	1984	01	22				Brasil	Bahia	MUCUGÊ	"Serra do Sincorá. 15Km ao S de Mucuge. Margens do córrego."	0	0	-41.3708000183105	-13.0052995681763	52493											30/12/1985		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	37092	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"G. P. Lewis"					3418		"L. R. Noblick"	1984	10	19				Brasil	Bahia	SALVADOR	"Itapua. Arredores Lagoa de Abaete."	-38.35	-12.933333														30/12/1986		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	37971	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"G. P. Lewis"					0		"W. Sant'Ana"	1979	10	14				Brasil	Bahia	LENÇÓIS	"Vale do Mucugezinho."	0	0	-41.3899993896484	-12.563099861145	47385											16/02/1986		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	48016	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"G. P. Lewis"					2347		"J. L. Hage"	1990	08	31				Brasil	Bahia	"MORRO DO CHAPÉU"	"BA-052. A 20Km p/ F. de Santana. Ponte do Rio Ferro Doido."	0	0	-41.1561012268066	-11.5500001907349	98143											30/12/1991		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	48396	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"H. C. de Lima"					3956		"H. C. de Lima"	1990	09	11				Brasil	Bahia	palmeiras	"Chap. Diamantina, BR-242, 2Km antes entroncm. p/ Palmeiras."	0	0	-41.5588989257812	-12.5289001464844	20767											30/12/1990		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	48739	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"					16692		"R. M. Harley"	1974	03	04				Brasil	Bahia	"SENTO SÉ"	"16Km NW de Lagoinha (6Km SW Delfino), Rod. p/ Minas Mimoso"	-41.333333	-10.366667														30/12/1984		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	50373	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"G. P. Lewis"					2015		"G. P. Lewis"	1991	05	05				Brasil	Bahia	SALVADOR	"Arredores Lagoa de Abaete. Itapua."	-38.366667	-12.966667														30/12/1991		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	54901	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"					3897		"A. M. de Carvalho"	1992	03	21				Brasil	Bahia	tucano	"Kms 7 a 10 na estr. de Tucano/Ribeira do Pombal."	0	0	-38.7867012023926	-10.9631004333496	55392											30/12/1992		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	56092	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"					56906		"G. Hatschbach"	1992	04	09				Brasil	Bahia	palmeiras	"Km 9 da Rod. p/ Mucuge."	0	0	-41.5588989257812	-12.5289001464844	20767											30/12/1992		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	57753	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"L. P. de Queiroz"					2744		"L. P. de Queiroz"	1992	04	26				Brasil	Bahia	LENÇÓIS	"4Km de Lencois, atras Pousada. Caminho p/ Capao (Caete-Acu)."	0	0	-41.3899993896484	-12.563099861145	47385											01/04/1992		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	62295	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"L. P. de Queiroz"					3445		"L. P. de Queiroz"	1993	07	25				Brasil	Bahia	"MORRO DO CHAPÉU"	"12Km SE cidade, BA-052 ( estr. do feijao)."	-41.056944	-11.602222														30/12/1993		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	68522	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"L. P. de Queiroz"					3704		"L. P. de Queiroz"	1993	12	18				Brasil	Bahia	tucano	"7Km NE cidade, estr. p/ R. do Pombal, BR-410."	-38.65	-10.866667														30/12/1993		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	70547	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"R. C. Barneby"					63085		"G. Hatschbach"	1995	08	17				Brasil	Bahia	CAMAÇARÍ	"Rod. Linha Verde, prox. a Arembepe."	0	0	-38.3241996765137	-12.6975002288818	37124											30/12/1995		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	72603	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"M. L. Guedes"					4040		"M. L. Guedes"	1996	09	21				Brasil	Bahia	"MATA DE SÃO JOÃO"	"Sto. Antonio. Presença de areas umidas."	-37.883333	-12.383333														30/11/1996		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	80762	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"L. P. de Queiroz"					4546		"L. P. de Queiroz"	1996	08	23				Brasil	Bahia	inhambupe	"28Km ao N cidade, na estrada p/ Olindina. BR-110."	0	0	-38.353099822998	-11.7843999862671	34892											30/08/1996		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	83146	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"M. L. Guedes"					10		"M. A. Batista"	1986	01	23				Brasil	Bahia	tucano	"Nordeste, Tucano, Faz. Tabuleiro."	-38.783333	-10.95														30/03/1998		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	90426	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"M. T. S. Stradmann"					640		"M. T. S. Stradmann"	1999	10	12				Brasil	Bahia	LENÇÓIS	"Chapada Diamantina, Foz Rio Capivara, situado a 14Km de Lençóis."	0	0	-41.3899993896484	-12.563099861145	47385											30/04/2000		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	91756	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"M. L. Guedes"					307		"A. F. da S. Nascimento"	2001	06	17				Brasil	Bahia	"entre rios"	"Litoral Norte, Massarandupió, a 20Km de Porto de Sauipe."	-37.8375	-12.311667														30/07/2001		
"2020-07-23 12:14:33-03"	CEPLAC	CEPEC	99999	"Mimosa lewisii"	PreservedSpecimen	Plantae				Mimosaceae	Mimosa	lewisii			"L. P. de Queiroz"							"R. Funch"	1998	03	15				Brasil	Bahia	LENÇÓIS	"Vale do Rio São José."	0	0	-41.3899993896484	-12.563099861145	47385											30/12/1999		
"2020-09-02 16:29:11-03"	Cenargen	CEN	21725	"Mimosa lewisii"	PreservedSpecimen	Plantae				"Fabaceae Mimosoideae"	Mimosa	lewisii		Barneby	"H. C. Lima"	1992	09			8537		"Lídio Coradin"	1992	09	10				Brasil	DF	BRASILIA	"Proximidades da cidade de Lençóis, margens do rio São José."	0	0	-47.9296989440918	-15.7797002792358	70570		800	800				Exsicatas	5				"Plantas com até 1 m. Fruto jovem."	CEN00021725
"2020-09-02 16:29:11-03"	Cenargen	CEN	76952	"Mimosa lewisii"	PreservedSpecimen	Plantae				"Fabaceae Mimosoideae"	Mimosa	lewisii		Barneby	"L. P. Queiroz"	2010	05			14611		"Luciano Paganucci de Queiroz"	2010	05	18				Brasil	BA	"MORRO DO CHAPEU"	"Brasil - Bahia - Morro do Chapeu ca. 1,7 Km E de Morro do chapeu na BA 052 , campo rupestre.."	-41.142222	-11.563333					997	997				Exsicatas	1				"Arbusto com ramos viscosos ca. 2,0 m alt. folíolos cartaceos, flores com perianto verde e estames brancos. coleta para quimica. HERBÁRIO - Universidade Estadual de Feira de Santana - Feira de Santana. HUEFS Nº161665"	CEN00076952
"2020-09-02 16:29:11-03"	Cenargen	CEN	78125	"Mimosa lewisii"	PreservedSpecimen	Plantae				"Fabaceae Mimosoideae"	Mimosa	lewisii		Barneby	"M. Simon"	2006	03			696		"Marcelo Fragomeni Simon"	2006	03	09				Brasil	BA	"MORRO DO CHAPEU"	"Ao longo da estrada Morro do Chapéu - Ipira."	-41.184444	-11.5375					1084	1084				Exsicatas	1				"Arbusto bastante ramificado desde a base formando grandes agrupamentos. Doação Daubeny Herbarium (FHO) - Flrora do Brasil."	CEN00078125
"2020-09-02 16:29:11-03"	Cenargen	CEN	83701	"Mimosa lewisii"	PreservedSpecimen	Plantae				"Fabaceae Mimosoideae"	Mimosa	lewisii		Barneby	"J. S. Silva - UFRPe"	2011	06			989		"Juliana S. Silva"	2011	06	28				Brasil	PE	BUIQUE	"Parque Nacional da Serra do Catimbau, próximo a pedra do Dragão"	-37.252222	-8.5327777					911	911				Exsicatas	1				"Cálice e corola amarelas, Herbário UEC - Plantas do Brasil."	CEN00083701
"2020-09-02 16:29:11-03"	Cenargen	CEN	84611	"Mimosa lewisii"	PreservedSpecimen	Plantae				"Fabaceae Mimosoideae"	Mimosa	lewisii		Barneby	"L. P. Queiroz"	2012	06			15528		"Luciano Paganucci de Queiroz"	2012	06	09				Brasil	BA	LENCOIS	"Mucugezinho, próximo à Toca dos Patos, na margem do rio Mucugezinho."	-41.416666	-12.457222					730	730				Exsicatas	1				"Ramificado na base, ramos virgados, cerca de 2 m de altura, viscoso. Folíolos cartáceos, viscosos. Perianto verde-esbranquiçado e estames brancos. Universidade Estadual de Feira de Santana (HUEFS). Feira de Santana - Bahia - Brasil. HUEFS nº 193568."	CEN00084611
"2020-09-12 05:00:02-03"	US	US	3573192	"Mimosa lewisii"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Mimosa	lewisii		Barneby						22275		"R. M. Harley, G. L. Bromley, A. M. Carvalho, J. M. Soares Nunes & et al."	1980	5	21			"South America - Neotropics"	Brazil	Bahia		"Serras dos Lençois, lower slope sof Morro do Pai Inácio ca. 14.5 km N.W. of Lençois, just N. of the main Seabra, itaberaba road, Município of Palmeiras, open grassy slopes with marshy ground, in shelter of sandstone rocks"	-41.47	-12.45					700	1000					1					US02206415
"2020-09-12 05:00:02-03"	US	US	3063666	"Mimosa lewisii"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Mimosa	lewisii		Barneby						14524		"S. A. Mori & B. M. Boom"	1981	6	17			"South America - Neotropics"	Brazil	Bahia		"Municipality of Morro do Chapeu, BR052, vicinity of bridge over Rio Ferro Doido, ca 18 km E of Morro do Chapeu, floodplain of River, Campo Rupestre"	0	0					1000						1					US02206412
"2020-09-12 05:00:02-03"	US	US	3327121	"Mimosa lewisii"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Mimosa	lewisii		Barneby						3897		"A. M. Carvalho, A. M. Amorim & S. C. Sant' Ana"	1992	3	21			"South America - Neotropics"	Brazil	Bahia		"Município de Tucano, kms 7 a 10 na estrada de Tucano para Ribeira do Pombal, Transição de Cerrado / Caatinga"	0	0											1					US02206410
"2020-09-12 05:00:02-03"	US	US	3573193	"Mimosa lewisii"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Mimosa	lewisii		Barneby						22411		"R. M. Harley, G. L. Bromley, A. M. Carvalho, J. M. Soares Nunes & et al."	1980	5	23			"South America - Neotropics"	Brazil	Bahia		"Serras dos Lençois, lower slope sof Morro do Pai Inácio ca. 14.5 km N.W. of Lençois, just N. of the main Seabra, itaberaba road, Município of Palmeiras, open grassy slopes with marshy ground, in shelter of sandstone rocks"	-41.47	-12.45					700	1000					1					US02206414
"2020-09-12 05:00:02-03"	US	US	3022695	"Mimosa lewisii"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Mimosa	lewisii		Barneby						30988		"H. S. Irwin, R. M. Harley & G. L. Smith"	1971	2	25			"South America - Neotropics"	Brazil	Bahia		"Serra da Agua de Rega, gallery margin, cut-ver gallery, exposed rocks, and adjacent cerrado, Rio Riacão, ca. 27 km. N. of Seabra, road to Agua de Rega"	0	0					1000						1					US02206416
"2020-09-12 05:00:02-03"	US	US	3076695	"Mimosa lewisii"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Mimosa	lewisii		Barneby						47968		"G. Hatschbach & R. Kummrow"	1984	6	16			"South America - Neotropics"	Brazil	Bahia		"Rio Mucugê (mun. Mucugê), Campo rupestre, margens rio"	0	0											1					US02206411
"2020-09-12 05:00:02-03"	US	US	3022676	"Mimosa lewisii"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Mimosa	lewisii		Barneby						32498		"H. S. Irwin, R. M. Harley & G. L. Smith"	1971	2	18			"South America - Neotropics"	Brazil	Bahia		"Serra do Tombador, disturbed woodland on sand with outcrops, Rio Ferro Doido, ca. 18 km E. of Chapéu"	0	0					1100						1					US02206417
"2020-09-12 05:00:02-03"	US	US	3025253	"Mimosa lewisii"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Mimosa	lewisii		Barneby						47462		"G. Hatschbach"	1984	1	22			"South America - Neotropics"	Brazil	Bahia		"Serra do Sincorá; 15 km S de Mucugê, Campo supestre, margens córrego"	0	0											1					US02206413
"2020-09-12 05:00:02-03"	US	US	3466476	"Mimosa lewisii"	PreservedSpecimen	Plantae		Dicotyledonae	Rosales	Fabaceae	Mimosa	lewisii		Barneby						56996		"G. Hatschbach, M. M. Hatschbach & E. L. Barbosa"	1992	4	9			"South America - Neotropics"	Brazil	Bahia		"Palmeoras, km 9 da rodovia para Mucugê, Caatinga"	0	0											1					US02206409
"2020-11-04 11:10:00-03"	ESALQ	ESA	74566	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta			Fabaceae	Mimosa	lewisii		Barneby	"Silva, J.S."	2009	08	14		26315.0		"Souza, V.C.; Souza, J.P.; Romão, G.O.; Elias, S.I."	2001	07	18				Brasil	Bahia	"Morro do Chapéu"	"Estrada para Jacobina, cerca de 7 km de Morro do Chapéu. Caatinga."	-411.192	-114.975					900	900									"Arbusto a árvore, até 4 m alt.; flores creme; frutos imaturos verdes."	ESA074566
"2020-11-12 16:59:34-03"	UEL	FUEL	43264	"Mimosa lewisii"	PreservedSpecimen	Plantae	Tracheophyta		Fabales	Leguminosae	Mimosa	lewisii		Barneby	"Miranda, AM"	2009	08	18		11		"Silva, DN; Miranda, AM; Oliveira, HB; Alcântara, GD; Silva, JS"	2008	08	12				Brasil	Pernambuco	Buíque	"Vale do Catimbau, estrada da Concha, caatinga"	0	0	-37.1557998657227	-8.62306022644043	38964		0	0										
"2020-06-29 11:30:35-03"	UFRJ	RFA	20130	"Mimosa lewisii"	PreservedSpecimen	Plantae				Fabaceae	Mimosa	lewisii		Barneby	"Lima, M.P.M."					5409		"Martinelli, G."	1978	10	30				Brasil	Bahia	Andaraí	"Serra de Andaraí - Capa Bode, estrada para Mucugê"	0	0	-41.3314018249512	-12.8072004318237	58558		700	700									"Arbusto com 2m de altura, crescendo na encosta, saxícola e heliófila, folhas verdes concolores, flores com botões verdes, quando passadas de cor castanho-esverdeadas, frutos maduros, brilhantes e acastanhados"	RFA16934
"2020-11-15 16:31:00-03"	NY	NYBG	02478909	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby						822		"M. F. Santos"	2012	02	11			"South America"	Brazil	Bahia	Andaraí	"Na beirada estrada para Igatu, próxima à afloramento"	-41.30714	-12.88447					710					sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2690289' target='other'> <mi>dwc_moreinfo</mi></a>"	NY02478909
"2020-11-15 16:31:00-03"	NY	NYBG	1146720	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"M. Guedes"					1119		"N. Roque"	2004	09				"South America"	Brazil	Bahia	"Morro do Chapéu"	"Chapada Diamantina"	-41.0014	-11.62										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298126' target='other'> <mi>dwc_moreinfo</mi></a>"	NY01146720
"2020-11-15 16:31:00-03"	NY	NYBG	2063259	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby						26315		"V. C. Souza"	2001	07	18			"South America"	Brazil	Bahia	"Morro do Chapéu"	"Estrada para Jacobina, ca. de 7 km de Morro de Chapéu."	-41.1192	-11.4975					900					sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2364905' target='other'> <mi>dwc_moreinfo</mi></a>"	NY02063259
"2020-11-15 16:31:00-03"	NY	NYBG	2888	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby					isotype	854		"G. P. Lewis"	1981	12	18			"South America"	Brazil	Bahia	Palmeiras	"Km 232 da rodovia BR 242 para Ibotirama. Pai Inácio. Alt. 775 m."	-41.5589	-12.5292										sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19433' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00002888
"2020-11-15 16:31:00-03"	NY	NYBG	442582	"Mimosa lewisii"	PreservedSpecimen	Plantae	Magnoliophyta		Fabales	Fabaceae	Mimosa	lewisii		Barneby	"R. C. Barneby"					419		"M. F. de Sales"	1994	10	18			"South America"	Brazil	Pernambuco	Buíque	"Catimbau, Serra do Catimbau"	-37.17	-8.62					790	790				sheet					"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=19427' target='other'> <mi>dwc_moreinfo</mi></a>"	NY00442582
