"Record ID","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Minimum elevation in meters","Maximum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Year","Month","Basis Of Record","Basis Of Record - original","Occurrence status","Sex","Taxonomic Quality","Location Quality","Collector","identified _ by","identified _ date","Record number","raw _ sampling _ protocol","event _ id","Occurrence status assumed to be present","Coordinates are out of range for species","Country inferred from coordinates","Coordinates derived from verbatim coordinates","First of the month","Geodetic datum assumed WGS84","Incomplete collection date","Invalid collection date","Name not in national checklists","Precision / range mismatch","Supplied country not recognised","Collection code not recognised","Institution code not recognised","Type status not recognised"
"cc0b333f-76b8-4ad3-8ca3-c6886fc56489","dr327","Base de dados do PortalBio do ICMBio: Sisbio-Dibio","","","","","CC-BY-NC","","236919","Lonchophylla mordax","Morcego","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","ICMBio","","Campus Da Universidade Federal Do Vale Do São Francisco","-9392778","-40507778","","-9392778.0","-4.0507778E7","","","","","","","","10","2011","11","PreservedSpecimen","PreservedSpecimen","present","","true","true","Arlei Marcili","","","","","","true","true","false","false","false","true","false","false","true","false","true","false","false","false"
"abf91197-21c1-43d9-922c-b59da12cb4a7","dr193","Base de dados de Mastozoologia do MZUSP","in36","Museu de Zoologia de São Paulo","co122","Coleção Mastozoológica do MZUSP","CC-BY","15979","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","MZUSP","mastozoologiaMZUSP","Barra","","","","","","","","","","","","","","1907","11","PreservedSpecimen","PreservedSpecimen","present","","true","","Garbe","","","","","","true","false","false","false","false","false","false","false","true","false","false","false","false","false"
"9b649b0b-a980-4335-af43-5fca7a48fff7","dr193","Base de dados de Mastozoologia do MZUSP","in36","Museu de Zoologia de São Paulo","co122","Coleção Mastozoológica do MZUSP","CC-BY","15978","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","MZUSP","mastozoologiaMZUSP","Barra","","","","","","","","","","","","","","1907","11","PreservedSpecimen","PreservedSpecimen","present","","true","","Garbe","","","","","","true","false","false","false","false","false","false","false","true","false","false","false","false","false"
"6038fb40-268e-4bef-916c-1aa11ccf54ea","dr327","Base de dados do PortalBio do ICMBio: Sisbio-Dibio","","","","","CC-BY-NC","","236919","Lonchophylla mordax","Morcego","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","ICMBio","","Serra Da Mão","-9794167","-37001944","","-9794167.0","-3.7001944E7","","","","","","","","5","2011","11","PreservedSpecimen","PreservedSpecimen","present","","true","true","Ubiratan Gonçalves Da Silva","","","","","","true","true","false","false","false","true","false","false","true","false","true","false","false","false"
"82a7e783-d511-4490-bb86-5944f7e77ffd","dr193","Base de dados de Mastozoologia do MZUSP","in36","Museu de Zoologia de São Paulo","co122","Coleção Mastozoológica do MZUSP","CC-BY","18219","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","MZUSP","mastozoologiaMZUSP","Serrote da Gritadeira, 18 km SSW Exu","","","","","","","","","","","","","","1977","07","PreservedSpecimen","PreservedSpecimen","present","","true","","","","","","","","true","false","false","false","false","false","false","false","true","false","false","false","false","false"
"82367d95-3cc9-42a1-9f4d-b9703559a735","dr391","Espécimes repatriados do Museu de História Natural de Londres","","","","","CC-BY-NC","1903.9.5.34","236919","Lonchophylla mordax Thomas, 1903","","Lonchophylla mordax","species","","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","NHMUK","ZOO","Lamarao, NW of Bahia, 300 m. Bahia /","","","","","","","Brazil","","","","","","","1903","07","PreservedSpecimen","preservedSpecimen","present","","true","","A Robert","","","","","","true","false","true","false","false","false","false","false","true","false","false","false","false","false"
"40415eca-6ae6-400a-8c34-5ae4b6250a3d","dr193","Base de dados de Mastozoologia do MZUSP","in36","Museu de Zoologia de São Paulo","co122","Coleção Mastozoológica do MZUSP","CC-BY","18182","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","MZUSP","mastozoologiaMZUSP","4 km SE Nova Olinda","","","","","","","","","","","","","","1977","07","PreservedSpecimen","PreservedSpecimen","present","","true","","","","","","","","true","false","false","false","false","false","false","false","true","false","false","false","false","false"
"d972e82d-f2b9-461b-af07-7f044723cf68","dr138","Coleção de Mamíferos do Museu Nacional / UFRJ","in1","Museu Nacional do Rio de Janeiro","co97","Coleção de Mamíferos do MNRJ","CC-BY-NC","BR:MN:Mammals:79927","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","MNRJ","ColMamiferosMNRJ","Vila São Miguel","","","","","","","Brazil","","","","","","","2012","","PreservedSpecimen","PreservedSpecimen","present","M","true","","","","","79927","","","true","false","false","false","false","false","true","false","true","false","false","false","false","false"
"d16e52fe-ce7f-457d-9fac-748515d79928","dr454","Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","in62","Instituto Nacional da Mata Atlântica","co220","Coleção Zoológica do Museu de Biologia Professor Mello Leitão","CC-BY-NC","2356","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","INMA","MBML_ZOO_MAMIFEROS","Boqueirão","-19.9355555555556","-40.6002777777778","","-19.9355555555556","-40.6002777777778","","","","655.0","655.0","","","","","","PreservedSpecimen","preservedSpecimen","present","","true","true","","P.Mendes e T.B.Vieira","2008-07-01","","","","true","false","false","false","false","true","true","true","true","true","true","false","false","true"
"c7349ae9-dc05-4f89-92b7-677e59a0f453","dr454","Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","in62","Instituto Nacional da Mata Atlântica","co220","Coleção Zoológica do Museu de Biologia Professor Mello Leitão","CC-BY-NC","3179","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","INMA","MBML_ZOO_MAMIFEROS","Regência","-19.6381388888889","-39.8823333333333","","-19.6381388888889","-39.8823333333333","","","","","","","","","","","PreservedSpecimen","preservedSpecimen","present","","true","true","","M.Scabello","","","","","true","false","false","false","false","true","true","true","true","false","true","false","false","true"
"c161e77d-5f5c-4db0-83fc-ec8450090635","dr454","Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","in62","Instituto Nacional da Mata Atlântica","co220","Coleção Zoológica do Museu de Biologia Professor Mello Leitão","CC-BY-NC","1804","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","INMA","MBML_ZOO_MAMIFEROS","Gruta de Itaúnas","-18.5933333333333","-39.7322222222222","","-18.5933333333333","-39.7322222222222","","","","2.0","2.0","","","","","","PreservedSpecimen","preservedSpecimen","present","","true","true","","V.Taddey","","","","","true","false","false","false","false","true","true","true","true","true","true","false","false","true"
"bfab25b4-f287-49f9-96ee-2fca58578924","dr177","Base de dados de Mastologia do Museu Goeldi","in6","Museu Paraense Emílio Goeldi","co113","Coleção Mastozoológica do Museu Goeldi","CC-BY-NC","MPEG.MAM 001121","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","MPEG","MAM","Abaetetuba","","","GEO-SIRGAS2000_EGM-1146","","","","","","","","","","","","","PreservedSpecimen","PreservedSpecimen","present","","true","","Carvalho,  C.; Vanzolini","","","","","","true","false","false","false","false","false","true","true","true","false","false","false","false","false"
"babf9dfd-65bb-49eb-9b09-fbf8540756c1","dr454","Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","in62","Instituto Nacional da Mata Atlântica","co220","Coleção Zoológica do Museu de Biologia Professor Mello Leitão","CC-BY-NC","1806","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","INMA","MBML_ZOO_MAMIFEROS","Gruta de Itaúnas","-18.5933333333333","-39.7322222222222","","-18.5933333333333","-39.7322222222222","","","","2.0","2.0","","","","","","PreservedSpecimen","preservedSpecimen","present","","true","true","","V.Taddey","","","","","true","false","false","false","false","true","true","true","true","true","true","false","false","true"
"a5ac9276-2fcb-4445-8116-5d2c448338c8","dr454","Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","in62","Instituto Nacional da Mata Atlântica","co220","Coleção Zoológica do Museu de Biologia Professor Mello Leitão","CC-BY-NC","2963","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","INMA","MBML_ZOO_MAMIFEROS","Serra das Torres","","","","26.822777","-91.073456","","","","","","","","","","","PreservedSpecimen","preservedSpecimen","present","","true","true","","Luciany Ferreira","","","","","true","false","false","true","false","false","true","true","true","true","true","false","false","true"
"983fc65d-9836-48bc-8fdb-9043386f6f8b","dr454","Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","in62","Instituto Nacional da Mata Atlântica","co220","Coleção Zoológica do Museu de Biologia Professor Mello Leitão","CC-BY-NC","1750","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","INMA","MBML_ZOO_MAMIFEROS","Estação Biológica de Santa Lúcia","-19965","-40.54","","-19965.0","-40.54","","","","646.0","646.0","","","","","","PreservedSpecimen","preservedSpecimen","present","","true","false","","M.Zortéa","","","","","true","true","false","false","false","true","true","true","true","true","true","false","false","true"
"3e99097b-e762-46e3-89d4-423dbe73ae71","dr454","Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","in62","Instituto Nacional da Mata Atlântica","co220","Coleção Zoológica do Museu de Biologia Professor Mello Leitão","CC-BY-NC","1805","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","INMA","MBML_ZOO_MAMIFEROS","Gruta de Itaúnas","-18.5933333333333","-39.7322222222222","","-18.5933333333333","-39.7322222222222","","","","2.0","2.0","","","","","","PreservedSpecimen","preservedSpecimen","present","","true","true","","V.Taddey","","","","","true","false","false","false","false","true","true","true","true","true","true","false","false","true"
"348319a4-172e-4e51-8197-226b088d6ec9","dr454","Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","in62","Instituto Nacional da Mata Atlântica","co220","Coleção Zoológica do Museu de Biologia Professor Mello Leitão","CC-BY-NC","2964","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","INMA","MBML_ZOO_MAMIFEROS","Serra das Torres","","","","","","","","","","","","","","","","PreservedSpecimen","preservedSpecimen","present","","true","","","Mirella Scabello","","","","","true","false","false","false","false","false","true","true","true","false","false","false","false","true"
"0911a7c5-09ba-470e-97e6-0b9702edc311","dr454","Base de dados de Mamíferos da Coleção Zoológica MBML do INMA","in62","Instituto Nacional da Mata Atlântica","co220","Coleção Zoológica do Museu de Biologia Professor Mello Leitão","CC-BY-NC","1807","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","INMA","MBML_ZOO_MAMIFEROS","Gruta de Itaúnas","-18.5933333333333","-39.7322222222222","","-18.5933333333333","-39.7322222222222","","","","2.0","2.0","","","","","","PreservedSpecimen","preservedSpecimen","present","","true","true","","V.Taddey","","","","","true","false","false","false","false","true","true","true","true","true","true","false","false","true"
"4114cd1c-2ae4-468e-ad0b-e62fa5fdd014","dr327","Base de dados do PortalBio do ICMBio: Sisbio-Dibio","","","","","CC-BY-NC","","236919","Lonchophylla mordax","Morcego","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","ICMBio","","Parque Nacional Cavernas Do Peruaçu","-15495556","-443625","","-1.5495556E7","-443625.0","","","","","","","","6","2009","04","PreservedSpecimen","PreservedSpecimen","present","","true","true","Renato Gregorin","","","","","","true","true","false","false","false","true","false","false","true","false","true","false","false","false"
"d32d1b2c-f4da-4f37-9bf7-b2a6977e8067","dr177","Base de dados de Mastologia do Museu Goeldi","in6","Museu Paraense Emílio Goeldi","co113","Coleção Mastozoológica do Museu Goeldi","CC-BY-NC","MPEG.MAM 030350","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","MPEG","MAM","Serra das Andorinhas, marg esq rio Araguaia, Brejo dos Padres.","","","GEO-SIRGAS2000_EGM-1869","","","","","","","","","","","2001","09","PreservedSpecimen","PreservedSpecimen","present","","true","","Queiróz, J.A.; Junior, Arlindo; Reis Fo., V.O.","","","","","","true","false","false","false","false","false","false","false","true","false","false","false","false","false"
"93fad546-c9c2-4fdc-a401-cd751e4fc9db","dr177","Base de dados de Mastologia do Museu Goeldi","in6","Museu Paraense Emílio Goeldi","co113","Coleção Mastozoológica do Museu Goeldi","CC-BY-NC","MPEG.MAM 030336","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","MPEG","MAM","Serra das Andorinhas, marg esq rio Araguaia, casa de pedra do Brejo dos Padres","","","GEO-SIRGAS2000_EGM-1869","","","","","","","","","","","2001","09","PreservedSpecimen","PreservedSpecimen","present","","true","","Queiróz, J.A.; Junior, Arlindo; Reis Fo., V.O.","","","","","","true","false","false","false","false","false","false","false","true","false","false","false","false","false"
"66c8d9d4-20ff-4dec-9aed-4930addbfeb9","dr177","Base de dados de Mastologia do Museu Goeldi","in6","Museu Paraense Emílio Goeldi","co113","Coleção Mastozoológica do Museu Goeldi","CC-BY-NC","MPEG.MAM 030356","236919","Lonchophylla mordax","","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","MPEG","MAM","Serra das Andorinhas, marg esq rio Araguaia, Brejo dos Padres.","","","GEO-SIRGAS2000_EGM-1869","","","","","","","","","","","2001","09","PreservedSpecimen","PreservedSpecimen","present","","true","","Queiróz, J.A.; Junior, Arlindo; Reis Fo., V.O.","","","","","","true","false","false","false","false","false","false","false","true","false","false","false","false","false"
"f90e2a42-6a4e-445b-9a43-55d166e68d23","dr327","Base de dados do PortalBio do ICMBio: Sisbio-Dibio","","","","","CC-BY-NC","","236919","Lonchophylla mordax","Morcego","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","ICMBio","","Toca Do Morrinho","-10209142","-4091815","","-1.0209142E7","-4091815.0","","","","","","","","1","2013","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","Maricélio De Medeiros Guimarães","","","","","","true","true","false","false","false","true","false","false","true","false","true","false","false","false"
"f0e544b5-1d81-403c-97e7-4ae6d4425866","dr327","Base de dados do PortalBio do ICMBio: Sisbio-Dibio","","","","","CC-BY-NC","","236919","Lonchophylla mordax","Morcego","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","ICMBio","SISBIO-DIBIO","Encruzo","-4046968","-43382448","","-4046968.0","-4.3382448E7","","","","","","","","5","2014","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","Ciro Líbio Caldas Dos Santos","","","Nº Da Autorização/Licença Sisbio: 43376, Projeto: Morcegos No Cerrado Maranhense: Padrões De Diversidade Genética E Associação Com A Paisagem","","","true","true","false","false","false","true","false","false","true","false","true","true","true","false"
"ac7f9374-b9f9-4e30-b8f1-747cbfe8dc0a","dr327","Base de dados do PortalBio do ICMBio: Sisbio-Dibio","","","","","CC-BY-NC","","236919","Lonchophylla mordax","Morcego","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","ICMBio","SISBIO-DIBIO","Tabocas","-3001721","-43144324","","-3001721.0","-4.3144324E7","","","","","","","","4","2014","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","Ciro Líbio Caldas Dos Santos","","","Nº Da Autorização/Licença Sisbio: 43376, Projeto: Morcegos No Cerrado Maranhense: Padrões De Diversidade Genética E Associação Com A Paisagem","","","true","true","false","false","false","true","false","false","true","false","true","true","true","false"
"a7e436f2-ce24-428a-a554-1f7e1a4a73cf","dr327","Base de dados do PortalBio do ICMBio: Sisbio-Dibio","","","","","CC-BY-NC","","236919","Lonchophylla mordax","Morcego","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","ICMBio","","Toca Do Morrinho","-10209142","-4091815","","-1.0209142E7","-4091815.0","","","","","","","","1","2013","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","Maricélio De Medeiros Guimarães","","","","","","true","true","false","false","false","true","false","false","true","false","true","false","false","false"
"a627ed8a-8eab-4d6f-a899-8319dafbc82c","dr327","Base de dados do PortalBio do ICMBio: Sisbio-Dibio","","","","","CC-BY-NC","","236919","Lonchophylla mordax","Morcego","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","ICMBio","SISBIO-DIBIO","Encruzo","-4046968","-43382448","","-4046968.0","-4.3382448E7","","","","","","","","7","2014","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","Ciro Líbio Caldas Dos Santos","","","Nº Da Autorização/Licença Sisbio: 43376, Projeto: Morcegos No Cerrado Maranhense: Padrões De Diversidade Genética E Associação Com A Paisagem","","","true","true","false","false","false","true","false","false","true","false","true","true","true","false"
"8488d724-2267-4696-aa65-01927a5f1063","dr327","Base de dados do PortalBio do ICMBio: Sisbio-Dibio","","","","","CC-BY-NC","","236919","Lonchophylla mordax","Morcego","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","ICMBio","SISBIO-DIBIO","Tabocas","-3001721","-43144324","","-3001721.0","-4.3144324E7","","","","","","","","2","2014","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","Ciro Líbio Caldas Dos Santos","","","Nº Da Autorização/Licença Sisbio: 43376, Projeto: Morcegos No Cerrado Maranhense: Padrões De Diversidade Genética E Associação Com A Paisagem","","","true","true","false","false","false","true","false","false","true","false","true","true","true","false"
"19a6d8ce-d520-4c01-8a03-d8e7659f473a","dr327","Base de dados do PortalBio do ICMBio: Sisbio-Dibio","","","","","CC-BY-NC","","236919","Lonchophylla mordax","Morcego","Lonchophylla mordax","species","Murciélago","Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla mordax","ICMBio","","Toca Do Morrinho","-10209142","-4091815","","-1.0209142E7","-4091815.0","","","","","","","","3","2013","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","Maricélio De Medeiros Guimarães","","","","","","true","true","false","false","false","true","false","false","true","false","true","false","false","false"
