X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-43.937801361084,-19.9207992553711,train,1.0665213696657959E-4,5.6320378487486975,0.06003360530554143
-43.7144012451172,-19.1688995361328,train,0.003996371077326945,68.27218452582714,0.7052926276112145
-43.4249992370605,-19.0372009277344,train,6.55505791251087E-4,25.60780134783471,0.28189017457614135
-43.7449989318848,-19.513599395752,train,0.0015157696534542184,48.48374179351397,0.4758105232251321
-44.4455986022949,-17.2355995178223,train,4.9325190452948076E-5,2.6513690212014707,0.028690553067408964
-44.1800003051758,-17.8733005523682,train,1.786976969959509E-4,9.060847288336268,0.09666722667248337
-44.1721992492676,-17.7574996948242,train,1.7682326240453904E-4,8.990500671527272,0.09575033305126222
-43.783889,-17.916944,train,0.004068335298742583,68.54818590546333,0.7089886122039412
-43.5611111,-18.17235,train,0.004070011388094951,68.58831162342264,0.7090735894860313
-43.833333,-18.833333,train,0.019757261457722063,95.17242733877119,0.9220667020213735
-43.339444,-18.456944,train,0.0011856803411134061,40.8228935269311,0.41521687060544865
-44.043098449707,-19.6180992126465,train,2.811872532784536E-4,13.133429266529848,0.1441190884921382
-43.3088989257812,-17.0646991729736,train,0.003370535639107111,65.80662211222877,0.6687008024107907
-44.333333,-17.887222,train,0.006267511765887537,75.21281399717333,0.7896177070655107
-44.250833,-17.918056,train,0.0035999099405756158,67.38787577375045,0.6831209976929564
-44.233889,-17.923889,train,0.0025276447589330526,62.233961941254584,0.6021738548591226
-43.665,-18.188333,train,0.0038747889915049264,67.68098617061652,0.6988303694618534
-43.445,-18.4725,train,0.009157624106589901,81.0498690126117,0.8457735838076663
-43.806389,-17.891667,train,0.0043721198709839905,69.73873154500404,0.7236202984125888
-43.2333333,-18.8666667,train,8.343220417569596E-4,31.142408080482266,0.33316769552680986
-42.7788889,-15.3866666,train,0.005360011646952722,72.88135391245204,0.762459148199284
-43.6502778,-18.4530556,train,0.01478612457877587,91.17044933298195,0.8985241166586468
-43.7555556,-19.0061111,train,0.013284229967149836,89.7680373922332,0.8883325374525717
-43.54944444,-18.37416667,train,0.0053315313872530305,72.8508056039862,0.7614928834563
-43.55722222,-18.65388889,train,0.0045924872589644325,71.44604463235571,0.7333458523667905
-43.516667,-19.25,train,0.00397686331188616,68.19735693743787,0.7042745055957313
