x,y,subsecundum_PA1_RUN4 logistic values
-40.0625000000828,-8.24583333311544,0.0018676553
-39.3875000000778,-8.24583333311544,0.011725368
-39.137500000076,-8.26249999978225,0.013300172
-40.3541666667516,-8.28749999978247,0.003406085
-39.3375000000774,-8.28749999978247,0.022336556
-40.5458333334197,-8.30416666644927,0.0036450727
-38.9625000000747,-8.30416666644927,0.01002037
-38.7125000000728,-8.30416666644927,0.0051436797
-38.9208333334077,-8.31249999978268,0.0058871685
-38.695833333406,-8.31249999978268,0.004855644
-40.3875000000852,-8.32916666644949,0.004397824
-40.2125000000839,-8.32916666644949,0.0027057414
-39.3791666667444,-8.33749999978289,0.02441795
-40.2041666667505,-8.3458333331163,0.0030457536
-40.1208333334166,-8.3624999997831,0.0017617479
-39.4708333334118,-8.3624999997831,0.022062227
-39.2208333334099,-8.3624999997831,0.009679107
-39.1791666667429,-8.3624999997831,0.012477261
-40.320833333418,-8.37083333311651,0.0027315982
-39.6125000000795,-8.37083333311651,0.018286692
-39.3208333334107,-8.37916666644992,0.0029418324
-39.1791666667429,-8.37916666644992,0.015127329
-40.2541666667509,-8.38749999978332,0.00235739
-40.637500000087,-8.39583333311672,0.0032228176
-39.9041666667483,-8.39583333311672,0.0014959903
-39.137500000076,-8.39583333311672,0.011168746
-38.4708333334044,-8.39583333311672,0.0015010808
-40.7125000000876,-8.42083333311694,0.002574836
-40.7458333334212,-8.43749999978375,0.002267008
-39.6375000000797,-8.43749999978375,0.021831585
-40.8708333334221,-8.44583333311715,0.0022804986
-40.4958333334193,-8.44583333311715,0.0049645836
-39.5541666667457,-8.46249999978396,0.005346372
-40.5791666667533,-8.47083333311737,0.00393621
-39.5041666667453,-8.47083333311737,0.0074259285
-38.8541666667405,-8.47083333311737,0.0031428859
-39.9041666667483,-8.47916666645077,0.004777886
-39.4958333334119,-8.47916666645077,0.010597007
-40.7958333334215,-8.48749999978417,0.0012337472
-40.6208333334203,-8.49583333311758,0.0035838233
-38.8041666667402,-8.49583333311758,0.002020764
-38.5625000000717,-8.51249999978439,0.0010192085
-40.4791666667525,-8.52083333311779,0.0068065384
-39.770833333414,-8.52083333311779,0.001038371
-39.095833333409,-8.52083333311779,0.010525342
-40.2041666667505,-8.5291666664512,0.004367248
-39.9875000000822,-8.5374999997846,6.389836E-4
-38.3208333334033,-8.5374999997846,0.0036149165
-41.1208333334239,-8.545833333118,0.0031565102
-40.7958333334215,-8.55416666645141,0.0025410044
-40.2458333334175,-8.57083333311822,0.0035942688
-39.5375000000789,-8.57083333311822,0.0115468465
-39.0791666667422,-8.57916666645162,0.0062830015
-40.1958333334171,-8.59583333311843,0.0032077956
-38.7625000000732,-8.59583333311843,0.002047296
-39.9041666667483,-8.60416666645184,0.0011478513
-40.1458333334167,-8.61249999978524,0.0028858176
-41.0875000000904,-8.62083333311865,0.0016709473
-40.6208333334203,-8.62083333311865,0.0037112366
-39.7791666667474,-8.62083333311865,0.0030646122
-40.8791666667555,-8.62916666645205,0.0039480217
-39.3458333334108,-8.62916666645205,0.015982615
-39.0375000000752,-8.62916666645205,0.004288301
-39.8708333334147,-8.63749999978545,0.009019608
-39.3875000000778,-8.63749999978545,0.015104142
-40.7541666667546,-8.64583333311886,0.0019533457
-38.9208333334077,-8.64583333311886,0.0026924482
-40.12916666675,-8.65416666645226,0.0036275282
-39.6791666667466,-8.65416666645226,0.0051200124
-38.7041666667394,-8.65416666645226,9.589696E-4
-40.2041666667505,-8.67083333311907,0.0029272537
-40.0958333334164,-8.67083333311907,0.0049990662
-37.745833333399,-8.67083333311907,0.002933184
-41.5125000000935,-8.68749999978588,0.0025255382
-41.1541666667575,-8.68749999978588,0.0013516139
-39.412500000078,-8.69583333311929,0.011599245
-38.1208333334018,-8.69583333311929,0.006591223
-37.9375000000671,-8.69583333311929,0.0022199731
-37.9375000000671,-8.70416666645269,0.0018261692
-40.995833333423,-8.7124999997861,0.0011101605
-38.1375000000686,-8.7124999997861,0.0035896704
-41.4875000000933,-8.7208333331195,0.0011534941
-39.1625000000762,-8.7208333331195,0.0037819855
-38.4875000000712,-8.7208333331195,0.0042731846
-41.2958333334252,-8.7291666664529,0.0022224006
-40.8208333334217,-8.7291666664529,0.0037419028
-40.3541666667516,-8.7291666664529,0.0045892596
-40.0791666667496,-8.7291666664529,0.0048933937
-39.812500000081,-8.7291666664529,0.025967928
-39.3875000000778,-8.7291666664529,0.012271473
-39.3375000000774,-8.7291666664529,0.011315643
-38.9625000000747,-8.7291666664529,0.002262863
-38.187500000069,-8.7291666664529,0.011262169
-38.062500000068,-8.7291666664529,0.001488272
-38.0125000000677,-8.7291666664529,0.001290745
-39.8791666667481,-8.73749999978631,0.017280398
-38.0458333334012,-8.73749999978631,0.0011796771
-41.4291666667596,-8.74583333311971,0.0022913413
-41.3458333334256,-8.74583333311971,0.001710857
-40.8125000000883,-8.74583333311971,0.0036715523
-40.8958333334223,-8.76249999978652,0.0016385247
-39.1041666667424,-8.76249999978652,0.0016878851
-41.4208333334262,-8.77083333311993,0.0024071757
-39.9541666667487,-8.77083333311993,0.012064396
-40.4791666667525,-8.77916666645333,0.0031241335
-38.3291666667367,-8.77916666645333,0.004807367
