Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
5.33562E-12,0.000000001,0.000000007,0.999714286,0,0
6.27263E-12,0.000000003,0.000000008,0.999285714,0,0
1.17569E-11,0.000000011,0.000000015,0.998142857,0,0
2.30007E-11,0.000000027,0.00000003,0.996571429,0,0
5.34911E-11,0.000000101,0.00000007,0.993857143,0,0
8.86985E-11,0.000000254,0.000000115,0.991,0,0
1.69594E-10,0.000001005,0.000000221,0.982857143,0,0
3.19273E-10,0.000002524,0.000000415,0.974,0,0
7.54321E-10,0.000010057,0.000000982,0.954,0,0
1.39567E-9,0.000025076,0.000001816,0.933857143,0,0
2.1878E-9,0.000050169,0.000002847,0.913285714,0,0
4.03842E-9,0.000100286,0.000005255,0.889285714,0,0
1.42226E-8,0.00025031,0.000018506,0.862857143,0,0
2.82672E-8,0.000500398,0.000036779,0.845857143,0.038461538,0
4.87957E-8,0.001003583,0.000063488,0.827285714,0.038461538,0
9.55012E-8,0.002503824,0.000124249,0.796285714,0.038461538,0
1.83965E-7,0.00500811,0.000239315,0.769428571,0.038461538,0
3.2363E-7,0.010022355,0.000420924,0.740285714,0.038461538,0
7.12775E-7,0.025048199,0.000926589,0.696428571,0.038461538,0
1.29939E-6,0.050018471,0.001687885,0.659428571,0.038461538,0
2.40853E-6,0.1001271,0.003124133,0.62,0.038461538,0
4.46579E-6,0.200191012,0.005777219,0.577142857,0.038461538,0
6.47802E-6,0.300353766,0.008358608,0.550428571,0.038461538,0
8.31368E-6,0.400710718,0.010701822,0.531142857,0.038461538,0
1.03386E-5,0.500110199,0.01327384,0.515714286,0.038461538,0
1.19528E-5,0.600727948,0.01531454,0.502714286,0.038461538,0
1.34767E-5,0.700557687,0.017233423,0.491571429,0.038461538,0
1.39404E-5,0.751236146,0.017815793,0.486285714,0.038461538,0
1.49298E-5,0.8002679,0.019056157,0.481428571,0.038461538,0
1.64292E-5,0.901106477,0.020929855,0.472285714,0.038461538,0
1.75586E-5,1.001717867,0.022336555,0.463857143,0.038461538,0
1.89517E-5,1.101825716,0.024066129,0.456,0.038461538,0
2.00003E-5,1.201324169,0.025363844,0.448714286,0.038461538,0
2.13271E-5,1.300136272,0.02700109,0.441857143,0.038461538,0
2.26794E-5,1.401700882,0.028664089,0.435285714,0.038461538,0
2.38023E-5,1.501872328,0.030040694,0.429142857,0.038461538,0
2.67752E-5,1.751080435,0.033666471,0.415,0.038461538,0
2.99959E-5,2.00257051,0.037563941,0.402285714,0.038461538,0
3.31529E-5,2.251768135,0.041353921,0.391,0.038461538,0
3.6222E-5,2.502491324,0.04500998,0.380714286,0.038461538,0
3.908E-5,2.750578863,0.048389506,0.371285714,0.038461538,0
4.22763E-5,3.00228704,0.05214085,0.362428571,0.038461538,0
4.49875E-5,3.25010821,0.05529968,0.354285714,0.038461538,0
4.73282E-5,3.503838285,0.058010048,0.346428571,0.038461538,0
4.98991E-5,3.752004393,0.060969078,0.339142857,0.038461538,0
5.24409E-5,4.00361243,0.063876441,0.332142857,0.038461538,0
5.50922E-5,4.251336672,0.066889839,0.325571429,0.038461538,0
5.88538E-5,4.500631469,0.071132083,0.319285714,0.038461538,0
6.2324E-5,4.755861488,0.075011661,0.313285714,0.038461538,0
6.65216E-5,5.000826746,0.079661311,0.307857143,0.038461538,0
6.9608E-5,5.253243148,0.083050369,0.302571429,0.038461538,0
7.18772E-5,5.501093954,0.085526249,0.297571429,0.038461538,0
7.45061E-5,5.757424594,0.088377911,0.292571429,0.038461538,0
7.78968E-5,6.002107933,0.092029773,0.288,0.038461538,0
8.06907E-5,6.255677342,0.095016949,0.283428571,0.038461538,0
8.47056E-5,6.503259859,0.099275294,0.279142857,0.038461538,0
8.72091E-5,6.752911773,0.101910377,0.275,0.038461538,0
9.02206E-5,7.002076055,0.105059821,0.271,0.038461538,0
9.44792E-5,7.252773332,0.109475998,0.267142857,0.076923077,0
9.64793E-5,7.501334733,0.111535118,0.263428571,0.076923077,0
9.90161E-5,7.755814518,0.11413305,0.259714286,0.076923077,0
1.00735E-4,8.005510836,0.115885058,0.256142857,0.076923077,0
1.03E-4,8.250023548,0.118182336,0.252714286,0.076923077,0
1.0603E-4,8.501449814,0.121237133,0.249285714,0.076923077,0
1.08802E-4,8.759577008,0.124013684,0.245857143,0.076923077,0
1.11861E-4,9.002748703,0.127057433,0.242714286,0.076923077,0
1.14034E-4,9.251167861,0.1292067,0.239571429,0.076923077,0
1.16509E-4,9.505362676,0.131642138,0.236428571,0.076923077,0
1.18892E-4,9.752692712,0.133973951,0.233428571,0.076923077,0
1.2233E-4,10.005621003,0.137315886,0.230428571,0.076923077,0
1.24653E-4,10.252795518,0.139560219,0.227571429,0.076923077,0
1.28009E-4,10.505488656,0.142781126,0.224714286,0.076923077,0
1.31231E-4,10.751430747,0.145850696,0.222,0.076923077,0
1.34274E-4,11.003762846,0.148729013,0.219285714,0.076923077,0
