"RC1","RC2","RC3"
1.14039691854967,0.951772573099068,-1.23691700878281
1.46998477909412,-1.44372193688852,1.34463797774972
-1.16755299115822,0.268649014957084,0.647274646436887
-0.144362169559816,-1.3750913750375,0.226731871506519
-1.36250786290232,-0.514174069522344,-0.0433208964014525
-1.02642432376067,-0.909991099450045,-0.299078380893118
0.474127094965402,-0.27164211348561,1.27755289861925
-0.762793221481494,-0.783048502539002,0.176805023125624
0.781383630147552,-0.329070327283263,-0.589713770141135
-1.15190521354484,-0.64527493571955,0.019835604824337
-0.718033566956967,-0.469783290416764,0.19391292494056
-0.756633951858686,1.04910584011391,-0.294223228041947
0.586535670817003,-1.24483824690307,-1.6789128262615
-0.769972247858731,1.88272581062963,0.307628744603844
-0.769972247858731,1.88272581062963,0.307628744603844
-1.29193888691176,0.0130212920314956,-0.383323307304917
0.126640460972545,0.349911352265011,1.44795152869919
-1.12592227067099,0.312811600726604,0.323140502169679
0.566469532770738,2.59571517862398,0.301962276632237
0.990812849757618,-1.75758586849755,-1.87845254550742
0.15428675930273,-1.14337248122565,-1.57127963800849
-0.378267053512944,0.728695956401397,0.186473679328132
1.38316703332161,-0.0670489655499661,-2.39813401622941
-0.920895896404865,0.982903577385602,-3.06618938008607
1.58672083779004,0.114376566101982,1.31831439480501
0.257574346470876,-0.336527003409054,1.28207537309077
-0.730816190821213,0.675154569521501,-0.226606792250841
-0.93479701997757,-0.362480889665384,0.153705963513862
-0.966481913816255,0.496521063838761,-0.33080806274817
0.95726117905739,0.47281853414734,-0.802344507965943
0.281732908458091,0.668004752309986,-0.248035421735296
-1.2844697131275,-0.823696561829857,-0.24236117881813
1.0016926156091,-0.00480976702438738,1.36245085476338
-0.355324220688055,0.222926413464438,-0.479854376521191
0.1509404369624,-0.0521862896094684,0.0836280877421285
0.249742141450074,0.0525964357000211,0.06628289915126
0.00634393553092685,0.129013864291804,1.96233710729308
-0.756633951858686,1.04910584011391,-0.294223228041947
-1.10380778963375,-0.706124655373109,-0.164346913096273
