Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.36566E-12,0.000000001,0.000000003,0.999142857,0,0
3.34708E-12,0.000000003,0.000000004,0.998428571,0,0
9.54453E-12,0.000000011,0.000000012,0.996285714,0,0
1.53647E-11,0.000000025,0.000000019,0.994714286,0,0
3.32224E-11,0.0000001,0.000000041,0.990428571,0,0
4.82966E-11,0.000000253,0.00000006,0.985,0,0
1.21534E-10,0.000001008,0.000000151,0.971571429,0,0
2.2472E-10,0.000002511,0.000000279,0.959571429,0,0
5.67928E-10,0.000010046,0.000000705,0.931428571,0,0
1.09271E-9,0.000025019,0.000001357,0.905,0,0
2.31828E-9,0.000050114,0.000002879,0.882,0,0
6.08727E-9,0.000100218,0.00000756,0.863857143,0,0
1.58711E-8,0.000251469,0.00001971,0.842857143,0.038461538,0
2.86755E-8,0.000501356,0.000035612,0.826428571,0.038461538,0
5.1041E-8,0.001003837,0.000063385,0.807428571,0.038461538,0
1.07787E-7,0.002503721,0.000133846,0.779571429,0.038461538,0
2.08672E-7,0.005009159,0.000259088,0.755857143,0.038461538,0
3.38866E-7,0.010014148,0.000420671,0.729285714,0.038461538,0
7.07395E-7,0.025017384,0.000877763,0.686428571,0.038461538,0
1.29784E-6,0.05009205,0.001609228,0.649857143,0.038461538,0
2.43045E-6,0.100207781,0.003009354,0.609857143,0.038461538,0
4.64066E-6,0.200315687,0.005730337,0.568142857,0.038461538,0
6.69864E-6,0.300298975,0.008250585,0.542857143,0.038461538,0
8.35154E-6,0.400045458,0.010265533,0.524,0.038461538,0
1.01497E-5,0.50025434,0.012448277,0.508428571,0.038461538,0
1.19567E-5,0.600502157,0.014632131,0.495428571,0.038461538,0
1.31572E-5,0.701295572,0.016077596,0.484,0.038461538,0
1.40458E-5,0.750138422,0.017144797,0.478857143,0.038461538,0
1.48653E-5,0.800847629,0.018127029,0.473857143,0.038461538,0
1.61839E-5,0.901290744,0.019703189,0.464571429,0.038461538,0
1.75523E-5,1.001092655,0.021333629,0.456142857,0.038461538,0
1.87181E-5,1.100718601,0.022718422,0.448285714,0.038461538,0
1.98213E-5,1.201011128,0.024025165,0.440857143,0.038461538,0
2.09753E-5,1.301205308,0.025388423,0.433857143,0.038461538,0
2.22704E-5,1.400550378,0.026913866,0.427285714,0.038461538,0
2.33763E-5,1.50160817,0.028212667,0.421,0.038461538,0
2.65602E-5,1.750336007,0.031932524,0.406714286,0.038461538,0
2.99401E-5,2.002895511,0.035850409,0.394,0.038461538,0
3.24983E-5,2.252591127,0.038794737,0.382571429,0.038461538,0
3.56812E-5,2.501314986,0.042433138,0.372142857,0.038461538,0
3.82578E-5,2.753105927,0.045358245,0.362428571,0.038461538,0
4.14728E-5,3.004036085,0.048983314,0.353428571,0.038461538,0
4.40444E-5,3.252098877,0.051862999,0.345142857,0.038461538,0
4.67347E-5,3.501726204,0.054857151,0.337285714,0.038461538,0
4.98141E-5,3.753036121,0.05826111,0.329857143,0.038461538,0
5.3276E-5,4.005160563,0.062058838,0.322857143,0.038461538,0
5.65303E-5,4.252082097,0.065600909,0.316428571,0.038461538,0
5.93675E-5,4.50145742,0.068667323,0.310285714,0.038461538,0
6.32417E-5,4.753287674,0.072822089,0.304428571,0.038461538,0
6.69478E-5,5.001205473,0.076761991,0.299,0.038461538,0
6.99758E-5,5.253817797,0.07995627,0.293714286,0.038461538,0
7.32528E-5,5.505303748,0.083388414,0.288714286,0.038461538,0
7.62076E-5,5.752395898,0.086461213,0.284,0.038461538,0
7.87386E-5,6.007645356,0.089077046,0.279285714,0.038461538,0
8.25795E-5,6.257489752,0.093018069,0.274857143,0.038461538,0
8.54754E-5,6.501799756,0.095966911,0.270714286,0.038461538,0
8.78655E-5,6.753200343,0.098386376,0.266571429,0.038461538,0
9.0839E-5,7.003497456,0.10137842,0.262571429,0.076923077,0
9.28942E-5,7.251562766,0.103434814,0.258714286,0.076923077,0
9.58227E-5,7.506338261,0.106348876,0.254857143,0.076923077,0
9.83265E-5,7.75893869,0.108825225,0.251142857,0.076923077,0
1.02116E-4,8.009191659,0.112547589,0.247571429,0.076923077,0
1.0374E-4,8.256398838,0.114132801,0.244142857,0.076923077,0
1.06482E-4,8.508640209,0.116797208,0.240714286,0.076923077,0
1.08514E-4,8.756185532,0.118761259,0.237428571,0.076923077,0
1.12322E-4,9.000608759,0.12241884,0.234285714,0.076923077,0
1.16064E-4,9.251332702,0.125983905,0.231142857,0.076923077,0
