x,y,subsecundum_PA1_RUN7 logistic values
-39.9291666667485,-8.23749999978204,0.0028386572
-39.412500000078,-8.24583333311544,0.008221229
-39.3875000000778,-8.24583333311544,0.0098473
-39.137500000076,-8.26249999978225,0.011250486
-39.3375000000774,-8.28749999978247,0.019796992
-38.9625000000747,-8.30416666644927,0.008052607
-38.7125000000728,-8.30416666644927,0.0037811839
-38.695833333406,-8.31249999978268,0.0035362358
-40.3875000000852,-8.32916666644949,0.0036906116
-39.3791666667444,-8.33749999978289,0.02167296
-39.0791666667422,-8.3458333331163,0.0057990104
-39.1791666667429,-8.3624999997831,0.010651971
-40.4125000000854,-8.37083333311651,0.0042952313
-40.320833333418,-8.37083333311651,0.0022456285
-39.6125000000795,-8.37083333311651,0.016364617
-38.9125000000743,-8.37083333311651,0.00631998
-39.1791666667429,-8.37916666644992,0.013112175
-40.2541666667509,-8.38749999978332,0.001876426
-40.637500000087,-8.39583333311672,0.00276255
-39.137500000076,-8.39583333311672,0.009429902
-38.4708333334044,-8.39583333311672,0.0010382279
-39.8375000000811,-8.40416666645013,8.758709E-4
-40.7125000000876,-8.42083333311694,0.0021860055
-41.0625000000902,-8.44583333311715,0.0050290576
-40.8708333334221,-8.44583333311715,0.0019786167
-40.4958333334193,-8.44583333311715,0.0042818827
-38.4125000000706,-8.45416666645055,9.557614E-4
-38.462500000071,-8.46249999978396,0.0010624182
-38.8541666667405,-8.47083333311737,0.0023141555
-39.9041666667483,-8.47916666645077,0.0038398388
-39.4958333334119,-8.47916666645077,0.009320715
-40.7958333334215,-8.48749999978417,0.0010074123
-40.5125000000861,-8.48749999978417,0.004902219
-40.6208333334203,-8.49583333311758,0.0030781545
-39.6375000000797,-8.49583333311758,0.0036685353
-38.8041666667402,-8.49583333311758,0.0014325741
-38.5625000000717,-8.51249999978439,6.9230277E-4
-40.4791666667525,-8.52083333311779,0.006029605
-39.770833333414,-8.52083333311779,7.5713516E-4
-38.7125000000728,-8.52083333311779,8.3296833E-4
-38.0375000000678,-8.5291666664512,0.008326769
-38.3208333334033,-8.5374999997846,0.0026655195
-41.1208333334239,-8.545833333118,0.0029899417
-40.7958333334215,-8.55416666645141,0.0021881193
-38.4041666667372,-8.55416666645141,0.0025356677
-39.8208333334143,-8.56249999978482,0.0011596618
-40.2458333334175,-8.57083333311822,0.0028438116
-39.0791666667422,-8.57916666645162,0.0050693764
-40.2375000000841,-8.58749999978503,0.002180573
-41.0041666667564,-8.59583333311843,0.0020986774
-40.1958333334171,-8.59583333311843,0.00250571
-38.7625000000732,-8.59583333311843,0.0014587275
-40.1458333334167,-8.61249999978524,0.0022375148
-39.7791666667474,-8.62083333311865,0.0024298355
-41.4708333334265,-8.62916666645205,0.0012710259
-40.8791666667555,-8.62916666645205,0.0034776179
-40.2875000000845,-8.63749999978545,0.0023337838
-39.8708333334147,-8.63749999978545,0.00745914
-39.3875000000778,-8.63749999978545,0.013464847
-40.7541666667546,-8.64583333311886,0.0016719094
-38.9208333334077,-8.64583333311886,0.0019943137
-40.12916666675,-8.65416666645226,0.0028264872
-39.6791666667466,-8.65416666645226,0.004221194
-38.7041666667394,-8.65416666645226,6.55866E-4
-40.2041666667505,-8.67083333311907,0.002249963
-41.6458333334278,-8.67916666645248,8.017197E-4
-39.9125000000817,-8.67916666645248,0.0073917857
-41.1541666667575,-8.68749999978588,0.0012023475
-39.412500000078,-8.69583333311929,0.009909162
-38.1208333334018,-8.69583333311929,0.0048742676
-37.9375000000671,-8.69583333311929,0.0014387901
-39.5791666667459,-8.70416666645269,0.009684232
-39.5041666667453,-8.70416666645269,0.012672649
-39.4291666667448,-8.70416666645269,0.009893374
-40.995833333423,-8.7124999997861,9.463869E-4
-39.1625000000762,-8.7208333331195,0.0029218392
-41.2958333334252,-8.7291666664529,0.0020995485
-40.8208333334217,-8.7291666664529,0.003274766
-40.762500000088,-8.7291666664529,0.0029242826
-39.812500000081,-8.7291666664529,0.023387851
-39.3875000000778,-8.7291666664529,0.010549394
-39.3375000000774,-8.7291666664529,0.009602601
-38.9625000000747,-8.7291666664529,0.001654653
-38.187500000069,-8.7291666664529,0.008945875
-38.062500000068,-8.7291666664529,9.224903E-4
