X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-43.937801361084,-19.9207992553711,train,2.5748430497167345E-4,23.133499680949214,0.2634085396973909
-43.7144012451172,-19.1688995361328,train,0.001072064097087962,64.3920464898766,0.598220302927954
-43.6002998352051,-18.29391851807,train,0.0023681783585066908,78.27322203506907,0.7668466305260409
-43.7449989318848,-19.513599395752,train,8.145907436419587E-4,55.486619015073806,0.5308108782949505
-44.2919,-17.6989,train,0.002415283288140745,78.59650143041782,0.7703495310284677
-43.3793983459473,-18.604700088501,train,5.438318979690235E-4,42.41720308520509,0.4302954617522551
-44.4455986022949,-17.2355995178223,train,1.1663161526530203E-4,9.896566512737209,0.13940200764061758
-43.4160995483398,-20.377799987793,train,2.2344580452830833E-4,20.431718661577893,0.23683382431540576
-43.6557998657227,-18.4456005096436,train,0.005736481368601414,88.05191576520238,0.8884807075979327
-44.1721992492676,-17.7574996948242,train,2.7858500613223266E-4,24.58429615299547,0.2789727697843711
-43.783889,-17.916944,train,0.003329107743262162,82.30324792612615,0.8221779660839903
-39.6981010437012,-12.7118997573853,train,2.1101955640776743E-8,3.7964087132349815E-4,2.9306394230130427E-5
-43.833333,-18.833333,train,0.007560631827457153,94.22570664522534,0.9130473539458752
-43.8616981506348,-16.7350006103516,train,3.8941909208194136E-4,32.66494259937165,0.35100379218892536
-44.043098449707,-19.6180992126465,train,3.5562235162448364E-4,30.191000604354105,0.3306123917322267
-43.3088989257812,-17.0646991729736,train,0.0023775260363367713,78.3494631906549,0.7675502323521788
-44.333333,-17.887222,train,0.0035362234315755407,82.74350946594228,0.830831063602465
-44.250833,-17.918056,train,0.0023525359034809773,78.08093336982397,0.7656596431296055
-44.233889,-17.923889,train,0.0018286888028118283,75.64895342893134,0.717494754938121
-44.249444,-17.909167,train,0.002179821433878797,77.56470154244592,0.7517023626230128
-43.806389,-17.891667,train,0.00326501257945665,82.17388182054391,0.8193178845677586
-43.2333333,-18.8666667,train,2.977501502560928E-4,26.034127811960776,0.2925500225307285
-43.6502778,-18.4530556,train,0.006052552017749838,88.92760032838706,0.8936852220572138
-43.5527778,-18.355,train,0.004379412741095069,84.43768874367677,0.8588030568367676
-43.628056,-18.191944,train,0.0027239185471685753,80.79642704556841,0.7909300749617325
-43.516667,-19.25,train,0.002678070002764967,80.7218101663906,0.7881092145487224
