X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-43.7144012451172,-19.1688995361328,train,0.0032679264948386956,65.45191074104943,0.6394719339451767
-43.4249992370605,-19.0372009277344,train,7.111333965311346E-4,28.50703342450832,0.27848720278494815
-43.6002998352051,-18.29391851807,train,0.00396231251807417,67.12198997255213,0.6825997480356116
-43.7449989318848,-19.513599395752,train,0.0012952923563594515,43.280557194256076,0.41281355776706025
-43.3793983459473,-18.604700088501,train,0.0011465380818581133,40.516504120888754,0.38359055153972615
-44.4455986022949,-17.2355995178223,train,3.734542220456106E-5,1.8920568359168832,0.01986701002085472
-43.4160995483398,-20.377799987793,train,1.5739152413519689E-4,8.115391393511018,0.07870297342074313
-43.6557998657227,-18.4456005096436,train,0.013450052766470906,85.62835293734207,0.8795208191589367
-43.783889,-17.916944,train,0.0042257466978124925,67.27049971740776,0.696378869020364
-43.5611111,-18.17235,train,0.004228023874424813,67.271522881333,0.6964927648668837
-43.833333,-18.833333,train,0.019519532256574813,93.30155292563234,0.9137520415489508
-43.339444,-18.456944,train,0.0012897201485122178,43.23242873106034,0.4117689303582896
-44.043098449707,-19.6180992126465,train,2.65976455323993E-4,12.973795869941334,0.12615075121425207
-43.3088989257812,-17.0646991729736,train,0.0027454745279647387,62.60532957309487,0.598416416708133
-43.583333,-19.166667,train,0.007404583917593532,74.86888564122088,0.8007544717054037
-44.333333,-17.887222,train,0.005480856273574772,68.45431298372264,0.7484153487297623
-44.250833,-17.918056,train,0.003206274347435429,65.0761199971702,0.6350693488496819
-44.233889,-17.923889,train,0.0022360055598203534,57.12946603837102,0.5482514427755527
-44.249444,-17.909167,train,0.002855972001203138,62.717074280008454,0.6078609079143044
-43.665,-18.188333,train,0.003992830863645391,67.1391945422807,0.6842597489736004
-43.445,-18.4725,train,0.009000226026187485,78.13698014989167,0.8300761336909528
-43.2333333,-18.8666667,train,9.033851759826021E-4,35.095995745470084,0.3290049367538708
-42.7788889,-15.3866666,train,0.003308491483078814,65.54540652627114,0.6423111987984198
-43.6502778,-18.4530556,train,0.014166593147731823,86.85137822081828,0.8849132920879897
-43.55722222,-18.65388889,train,0.005026437625810039,67.6301274806413,0.7317714355262217
-43.516667,-19.25,train,0.004579319903771488,67.4293062006006,0.71309586643965
