Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.34669E-13,0.000000001,0,0.821857143,0,0
4.25699E-13,0.000000003,0,0.813,0,0
2.03372E-12,0.00000001,0.000000001,0.802285714,0,0
5.30331E-12,0.000000025,0.000000003,0.796142857,0,0
1.87357E-11,0.0000001,0.00000001,0.786571429,0,0
5.08901E-11,0.000000253,0.000000028,0.779142857,0,0
1.75622E-10,0.000001007,0.000000095,0.768857143,0,0
3.91682E-10,0.000002539,0.000000213,0.760714286,0,0
1.25989E-9,0.000010028,0.000000684,0.747142857,0,0
2.4361E-9,0.000025096,0.000001322,0.735,0,0
4.10772E-9,0.000050328,0.00000223,0.723571429,0,0
6.55595E-9,0.000100465,0.000003558,0.710142857,0,0
1.2262E-8,0.000250256,0.000006655,0.687142857,0,0
2.12873E-8,0.000500933,0.000011554,0.665428571,0,0
4.06307E-8,0.001003826,0.000022052,0.641571429,0,0
8.87949E-8,0.002508295,0.000048192,0.606714286,0,0
1.65118E-7,0.005009886,0.000089612,0.577857143,0,0
3.02548E-7,0.010000526,0.000164185,0.547,0,0
7.62659E-7,0.025054946,0.000413772,0.504285714,0,0
1.46654E-6,0.050067817,0.00079535,0.471571429,0,0
2.44383E-6,0.100047946,0.00132466,0.434571429,0,0
4.52056E-6,0.200352284,0.002447585,0.392,0,0
6.47247E-6,0.300324998,0.003500718,0.365571429,0,0
8.2164E-6,0.400421483,0.004439756,0.346,0,0
1.01073E-5,0.500130019,0.005455955,0.330285714,0,0
1.23331E-5,0.600599363,0.006649445,0.317571429,0,0
1.4255E-5,0.700625895,0.007677708,0.306857143,0,0
1.52046E-5,0.750816374,0.008184936,0.302,0,0
1.63212E-5,0.801596829,0.008780777,0.297428571,0,0
1.87673E-5,0.901857012,0.01008349,0.289285714,0,0
2.02505E-5,1.001754439,0.010871752,0.282,0,0
2.18974E-5,1.101211497,0.011745505,0.275285714,0,0
2.36372E-5,1.201858225,0.012666876,0.269,0,0
2.57718E-5,1.300503794,0.013795,0.263285714,0,0
